"","X","day","month","year","plot","subplot","focal.analysis","fruit","seed","BEMA","CETE","CHFU","HOMA","LEMA","ME.sp","PAIN","PLCO","PO.sp","rare","SASO","SCLA","SPRU"
"685",685,8,5,2017,6,"B6","HOMA",1,22.6467121397673,0,0,0,17,1,0,0,0,2,0,0,0,0
"686",686,22,5,2018,6,"B6","HOMA",1,24.2895070555133,0,0,0,26,0,0,0,0,0,0,0,0,0
"687",687,7,5,2017,1,"C1","HOMA",1,20.8654230834006,0,0,0,21,0,0,3,0,0,0,0,0,0
"688",688,22,5,2018,2,"C1","HOMA",1,22.5257283770514,0,0,0,24,0,0,0,0,0,0,0,0,0
"689",689,7,5,2017,3,"C1","HOMA",1,24.5059659390985,0,0,0,0,0,0,0,0,0,0,0,0,0
"690",690,8,5,2017,4,"C1","HOMA",1,25.6363902866596,0,0,0,24,0,0,0,0,4,0,0,0,0
"691",691,22,5,2018,4,"C1","HOMA",1,23.051813906665,0,0,0,9,0,0,0,0,0,0,0,0,0
"692",692,8,5,2017,5,"C1","HOMA",1,24.9614403897696,0,0,0,22,0,0,0,0,1,0,0,0,0
"693",693,22,5,2018,6,"C1","HOMA",1,20.2140185045082,0,0,0,18,0,0,0,0,0,0,0,0,0
"694",694,7,5,2017,1,"C2","HOMA",1,21.6060416487913,0,0,0,25,0,0,0,0,0,2,0,0,0
"695",695,22,5,2018,1,"C2","HOMA",1,20.4685033669131,0,0,0,35,0,0,0,0,0,0,0,0,0
"696",696,7,5,2017,2,"C2","HOMA",1,20.8483869854577,0,1,0,22,0,0,0,0,0,2,0,0,0
"697",697,22,5,2018,3,"C2","HOMA",1,25.0669625929752,0,0,0,29,0,0,0,0,0,0,0,0,0
"698",698,8,5,2017,5,"C2","HOMA",1,24.1854765613325,0,0,0,24,0,0,0,1,0,0,0,0,0
"699",699,22,5,2018,5,"C2","HOMA",1,23.4765003177432,0,0,0,18,0,0,0,0,0,0,0,0,0
"700",700,8,5,2017,6,"C2","HOMA",1,23.9462219263167,0,0,0,5,1,0,0,0,0,0,0,0,2
"701",701,22,5,2018,6,"C2","HOMA",1,22.6514283904423,0,0,0,22,0,0,0,0,0,0,0,0,0
"702",702,22,5,2018,1,"C3","HOMA",1,22.7423096016875,0,0,0,34,0,0,0,0,0,0,0,0,0
"703",703,7,5,2017,2,"C3","HOMA",1,24.7355961008138,0,1,0,26,0,0,1,0,0,0,0,0,0
"704",704,22,5,2018,2,"C3","HOMA",1,23.3071570508792,0,0,0,21,0,0,0,0,0,0,0,0,0
"705",705,7,5,2017,3,"C3","HOMA",1,25.0441772991701,0,0,0,4,1,0,1,0,0,0,0,0,0
"706",706,8,5,2017,4,"C3","HOMA",1,22.0694736765113,0,0,0,16,0,0,2,0,2,0,0,0,0
"707",707,22,5,2018,4,"C3","HOMA",1,22.6934056870052,0,0,0,16,0,0,0,0,0,0,0,0,0
"708",708,22,5,2018,5,"C3","HOMA",1,24.041040167693,0,0,0,22,0,0,0,0,0,0,0,0,0
"709",709,7,5,2017,1,"C4","HOMA",1,21.9545320624199,0,0,0,12,0,0,0,0,1,0,0,0,0
"710",710,7,5,2017,2,"C4","HOMA",1,20.1898131202283,0,3,0,16,0,0,3,0,0,0,0,0,0
"711",711,22,5,2018,2,"C4","HOMA",1,23.1167343571928,0,0,0,24,1,0,0,0,0,0,0,0,0
"712",712,22,5,2018,3,"C4","HOMA",1,21.5356239254716,0,0,0,34,3,0,0,0,0,0,0,0,0
"713",713,8,5,2017,4,"C4","HOMA",1,22.6391464701517,0,0,0,14,0,0,0,0,3,0,0,0,0
"714",714,22,5,2018,4,"C4","HOMA",1,21.4663662059762,0,0,0,19,0,0,0,0,0,0,0,0,0
"715",715,8,5,2017,5,"C4","HOMA",1,22.4785747515319,0,0,0,7,2,0,0,0,0,0,0,0,0
"716",716,22,5,2018,5,"C4","HOMA",1,20.3828433634089,0,0,0,27,0,0,0,0,0,0,0,0,0
"717",717,8,5,2017,6,"C4","HOMA",1,23.1742048857894,0,0,0,19,0,0,0,0,1,0,0,0,0
"718",718,22,5,2018,6,"C4","HOMA",1,21.420967091266,0,0,0,18,0,0,0,0,0,0,0,0,0
"719",719,7,5,2017,1,"C5","HOMA",1,24.4309945745056,0,0,0,14,0,0,4,0,0,0,0,0,0
"720",720,22,5,2018,1,"C5","HOMA",1,21.4855871859599,0,0,0,18,0,0,0,0,0,0,0,0,0
"721",721,7,5,2017,3,"C5","HOMA",1,23.5983846877741,0,1,0,2,0,0,1,1,0,0,0,0,0
"722",722,8,5,2017,4,"C5","HOMA",1,20.8972228461763,0,0,0,12,0,0,0,0,5,0,0,0,0
"723",723,22,5,2018,4,"C5","HOMA",1,23.1245537925866,0,0,0,20,0,0,0,0,0,0,0,0,0
"724",724,8,5,2017,5,"C5","HOMA",1,23.7913496548992,0,0,0,11,0,0,0,0,2,0,0,0,1
"725",725,22,5,2018,6,"C5","HOMA",1,24.0752823206415,0,0,0,14,0,0,0,0,0,0,0,0,0
"726",726,7,5,2017,2,"C6","HOMA",1,24.8701607721395,0,0,0,22,0,0,3,0,0,0,0,0,0
"727",727,22,5,2018,2,"C6","HOMA",1,24.8982829825458,0,0,0,16,0,0,0,0,0,1,0,0,0
"728",728,7,5,2017,3,"C6","HOMA",1,23.1235254956373,0,0,0,19,0,0,0,0,0,0,0,0,0
"729",729,8,5,2017,5,"C6","HOMA",1,21.285137862844,0,0,0,16,1,0,0,0,3,1,0,0,0
"730",730,8,5,2017,6,"C6","HOMA",1,22.6821172202972,0,0,0,11,0,0,0,2,2,0,0,0,0
"731",731,7,5,2017,1,"D1","HOMA",1,21.7031273872354,0,0,0,25,0,0,2,0,0,0,0,0,0
"732",732,7,5,2017,2,"D1","HOMA",1,22.4510702810325,0,1,0,15,0,0,3,0,0,0,0,0,0
"733",733,22,5,2018,2,"D1","HOMA",1,22.1840113166223,0,0,0,35,0,0,0,0,2,0,0,0,0
"734",734,8,5,2017,4,"D1","HOMA",1,22.5043202959088,0,0,0,19,0,0,0,0,2,0,0,0,0
"735",735,22,5,2018,4,"D1","HOMA",1,20.4945320771356,0,0,0,3,0,0,0,0,0,0,0,0,0
"736",736,8,5,2017,5,"D1","HOMA",1,24.4616422593998,0,0,0,23,0,0,0,0,1,0,0,0,0
"737",737,22,5,2018,5,"D1","HOMA",1,24.6866239000613,0,0,0,12,0,0,0,0,0,0,0,0,0
"738",738,22,5,2018,6,"D1","HOMA",1,24.3202846505936,0,0,0,11,0,0,0,0,0,0,0,0,0
"739",739,22,5,2018,1,"D2","HOMA",1,23.8562747651865,0,0,0,26,0,0,0,0,0,0,0,0,0
"740",740,7,5,2017,2,"D2","HOMA",1,22.9922770157005,0,0,0,12,0,0,4,0,0,1,0,0,0
"741",741,22,5,2018,3,"D2","HOMA",1,22.0463629825813,0,0,0,24,2,0,0,0,0,0,0,0,0
"742",742,8,5,2017,4,"D2","HOMA",1,22.2651222739636,0,0,0,14,0,0,1,0,4,0,0,0,0
"743",743,22,5,2018,4,"D2","HOMA",1,23.5111711301173,0,0,0,12,0,0,0,0,0,0,0,0,0
"744",744,22,5,2018,5,"D2","HOMA",1,21.7733221466776,0,0,0,14,0,0,0,0,0,0,0,0,0
"745",745,22,5,2018,6,"D2","HOMA",1,22.0713603871465,0,0,0,7,0,0,0,0,0,0,0,0,0
"746",746,7,5,2017,1,"D3","HOMA",1,25.0087811078423,0,0,0,20,1,0,1,0,0,0,0,0,0
"747",747,22,5,2018,1,"D3","HOMA",1,21.2307811712623,0,0,0,25,0,0,0,0,0,0,0,0,0
"748",748,22,5,2018,2,"D3","HOMA",1,22.957742830588,0,0,0,34,0,0,0,0,0,0,0,0,0
"749",749,22,5,2018,3,"D3","HOMA",1,23.2554581987223,0,0,0,28,4,0,0,0,0,0,0,0,0
"750",750,8,5,2017,4,"D3","HOMA",1,23.311972005344,0,0,0,19,0,0,0,0,3,0,0,0,0
"751",751,8,5,2017,5,"D3","HOMA",1,22.5707226226991,0,0,0,17,0,0,0,0,2,0,0,0,0
"752",752,22,5,2018,5,"D3","HOMA",1,24.1432412251679,0,0,0,17,0,0,0,0,0,0,0,0,0
"753",753,8,5,2017,6,"D3","HOMA",1,24.0928163169171,0,0,0,17,0,0,0,0,2,0,0,0,0
"754",754,7,5,2017,1,"D4","HOMA",1,23.4121205414305,0,0,0,22,1,0,0,0,0,0,0,0,0
"755",755,7,5,2017,2,"D4","HOMA",1,23.702556905417,0,1,0,15,0,0,0,0,0,1,0,0,0
"756",756,7,5,2017,3,"D4","HOMA",1,22.3072050977622,0,0,0,3,0,0,0,0,5,0,0,0,0
"757",757,22,5,2018,3,"D4","HOMA",1,22.5736807007955,0,1,0,22,1,0,0,0,0,0,0,0,0
"758",758,22,5,2018,4,"D4","HOMA",1,23.8300705049618,0,0,0,18,0,0,0,0,0,0,0,0,0
"759",759,8,5,2017,6,"D4","HOMA",1,21.7735072625343,0,0,0,14,0,0,0,0,2,0,0,0,0
"760",760,7,5,2017,1,"D5","HOMA",1,21.8289225059215,0,2,0,18,1,0,1,0,0,0,0,0,0
"761",761,22,5,2018,1,"D5","HOMA",1,22.3085960078276,0,0,0,30,0,0,0,0,0,0,0,0,0
"762",762,7,5,2017,2,"D5","HOMA",1,23.0105792871404,0,0,0,20,0,0,0,0,0,1,0,0,0
"763",763,22,5,2018,2,"D5","HOMA",1,21.424267237636,0,0,0,26,0,0,0,0,0,0,0,0,0
"764",764,7,5,2017,3,"D5","HOMA",1,22.9532679397356,0,0,0,14,2,0,0,0,0,0,0,0,0
"765",765,8,5,2017,4,"D5","HOMA",1,21.3964358682185,0,0,0,16,0,0,0,0,5,0,0,0,0
"766",766,8,5,2017,5,"D5","HOMA",1,21.6918459682188,0,0,0,12,1,0,0,0,1,0,0,0,0
"767",767,22,5,2018,5,"D5","HOMA",1,24.9255094559008,0,0,0,21,0,0,0,0,0,0,0,0,0
"768",768,7,5,2017,1,"D6","HOMA",1,22.7703407757318,0,0,0,26,0,0,2,0,0,0,0,0,0
"769",769,22,5,2018,1,"D6","HOMA",1,21.3616768141428,0,0,0,27,0,0,0,0,0,0,0,0,0
"770",770,7,5,2017,2,"D6","HOMA",1,22.4917065029033,0,0,0,26,0,0,3,0,0,0,0,0,0
"771",771,22,5,2018,2,"D6","HOMA",1,24.0562100168023,0,0,0,19,0,0,0,0,0,0,0,0,0
"772",772,7,5,2017,3,"D6","HOMA",1,22.6875889037896,0,0,0,16,1,0,0,0,0,0,0,0,0
"773",773,22,5,2018,4,"D6","HOMA",1,24.2598616531594,0,0,0,12,0,0,0,0,0,0,0,0,0
"774",774,8,5,2017,5,"D6","HOMA",1,21.9499641852721,0,0,0,19,0,0,0,0,1,0,0,0,0
"775",775,22,5,2018,5,"D6","HOMA",1,23.4535916946568,0,0,0,20,0,0,0,0,0,0,0,0,0
"776",776,8,5,2017,6,"D6","HOMA",1,21.9783568036178,0,0,0,11,0,0,0,4,2,0,0,0,0
"777",777,22,5,2018,6,"D6","HOMA",1,23.4183172910904,0,0,0,17,0,0,0,0,0,0,0,0,0
"778",778,7,5,2017,2,"E1","HOMA",1,22.4474603811867,0,3,0,16,0,0,0,0,0,0,0,0,0
"779",779,22,5,2018,2,"E1","HOMA",1,23.5328350351674,0,0,0,30,0,0,0,0,0,0,0,0,0
"780",780,8,5,2017,4,"E1","HOMA",1,20.7383102047002,0,0,0,21,0,0,0,0,2,0,0,0,0
"781",781,22,5,2018,4,"E1","HOMA",1,23.521158392632,0,0,0,14,0,0,0,0,0,0,0,0,0
"782",782,8,5,2017,5,"E1","HOMA",1,22.6437702500786,0,0,0,24,0,0,0,0,1,0,0,0,0
"783",783,22,5,2018,5,"E1","HOMA",1,24.987021564203,0,0,0,11,0,0,0,0,0,0,0,0,0
"784",784,8,5,2017,6,"E1","HOMA",1,23.5028226875888,0,0,0,16,0,0,0,5,1,0,0,0,0
"785",785,22,5,2018,6,"E1","HOMA",1,22.4066149892241,0,0,0,4,0,0,0,0,0,0,0,0,0
"786",786,7,5,2017,1,"E2","HOMA",1,20.9159176957006,0,1,0,21,0,0,5,0,0,0,0,0,0
"787",787,22,5,2018,1,"E2","HOMA",1,21.5233427999881,0,0,0,35,0,0,0,0,0,0,0,0,0
"788",788,22,5,2018,3,"E2","HOMA",1,24.6830348473881,0,0,0,36,0,0,0,0,0,2,0,0,0
"789",789,22,5,2018,4,"E2","HOMA",1,20.6689062813142,0,0,0,11,0,0,0,0,0,0,2,0,0
"790",790,8,5,2017,6,"E2","HOMA",1,18.7727241047268,0,0,0,8,0,0,1,3,2,0,0,0,0
"791",791,22,5,2018,6,"E2","HOMA",1,21.7944144729635,0,0,0,4,0,0,0,0,0,0,0,0,0
"792",792,7,5,2017,1,"E3","HOMA",1,23.6149009128593,0,0,0,9,2,0,7,0,0,0,0,0,0
"793",793,22,5,2018,1,"E3","HOMA",1,24.0087045718682,0,0,0,40,0,0,0,0,0,0,0,0,0
"794",794,22,5,2018,2,"E3","HOMA",1,24.6671675793806,1,0,0,38,0,0,0,0,0,0,0,0,0
"795",795,8,5,2017,4,"E3","HOMA",1,24.5023601664542,0,0,0,18,0,0,0,0,3,0,0,0,0
"796",796,8,5,2017,5,"E3","HOMA",1,20.9289017733303,0,0,0,27,0,0,0,0,1,0,0,0,0
"797",797,22,5,2018,5,"E3","HOMA",1,22.7554059598203,0,0,0,16,0,0,0,0,0,0,0,0,0
"798",798,22,5,2018,6,"E3","HOMA",1,23.8496497003583,0,0,0,14,0,0,0,0,0,0,0,0,0
"799",799,7,5,2017,2,"E4","HOMA",1,24.6290589426033,0,2,0,19,0,2,0,0,0,0,0,0,0
"800",800,8,5,2017,4,"E4","HOMA",1,24.197950214833,0,0,0,19,0,0,0,0,4,0,0,0,0
"801",801,22,5,2018,4,"E4","HOMA",1,23.0188610751628,0,0,0,15,0,0,0,0,0,0,0,0,0
"802",802,22,5,2018,5,"E4","HOMA",1,21.1994140607023,0,0,0,14,0,0,0,0,0,0,0,0,0
"803",803,8,5,2017,6,"E4","HOMA",1,24.1269908014611,0,0,0,18,0,0,0,0,1,0,0,0,0
"804",804,7,5,2017,1,"E5","HOMA",1,22.0755214479558,0,1,0,20,1,0,4,0,0,0,0,0,0
"805",805,7,5,2017,2,"E5","HOMA",1,23.7959028296976,0,1,0,26,0,0,0,0,0,0,0,0,0
"806",806,22,5,2018,2,"E5","HOMA",1,21.8341364770745,0,0,0,22,0,0,0,0,0,0,0,0,0
"807",807,7,5,2017,3,"E5","HOMA",1,20.0212615672485,0,0,0,14,0,0,2,0,3,0,0,0,0
"808",808,22,5,2018,3,"E5","HOMA",1,21.3483364622583,0,0,0,28,2,0,0,0,4,2,0,0,0
"809",809,8,5,2017,4,"E5","HOMA",1,24.2872464793556,0,0,0,15,0,0,0,0,3,0,0,0,0
"810",810,22,5,2018,4,"E5","HOMA",1,20.4058677129744,0,0,0,19,0,0,0,0,0,0,0,0,0
"811",811,8,5,2017,5,"E5","HOMA",1,23.2721384581605,0,0,0,20,0,0,0,0,0,0,0,0,0
"812",812,22,5,2018,5,"E5","HOMA",1,21.0757526814809,0,0,0,21,0,0,0,0,0,0,0,0,0
"813",813,22,5,2018,6,"E5","HOMA",1,22.7429028676403,0,0,0,16,0,0,0,0,0,0,0,0,0
"814",814,22,5,2018,1,"E6","HOMA",1,24.1535017111014,0,0,0,39,1,0,0,0,0,0,0,0,0
"815",815,7,5,2017,2,"E6","HOMA",1,27.2287369088534,0,2,0,14,0,0,0,0,0,0,0,0,0
"816",816,7,5,2017,3,"E6","HOMA",1,21.5245279293995,0,0,0,19,0,0,5,0,0,0,0,0,0
"817",817,22,5,2018,3,"E6","HOMA",1,23.2428918752833,0,0,0,20,0,0,0,0,0,1,0,0,0
"818",818,8,5,2017,4,"E6","HOMA",1,21.0446850408289,0,0,0,21,0,0,0,0,1,0,0,0,0
"819",819,8,5,2017,5,"E6","HOMA",1,20.7474808539493,0,0,0,19,1,0,0,0,3,0,0,0,0
"820",820,8,5,2017,6,"E6","HOMA",1,25.0315966943926,0,0,0,16,3,0,0,0,2,0,0,0,0
"821",821,22,5,2018,6,"E6","HOMA",1,24.2858909827161,0,0,0,23,0,0,0,0,0,0,0,0,0
"822",822,7,5,2017,1,"F1","HOMA",1,24.3401155238439,0,0,0,17,0,0,3,0,0,0,0,0,0
"823",823,22,5,2018,1,"F1","HOMA",1,23.7174862262676,0,0,0,40,0,0,0,0,0,0,0,0,0
"824",824,22,5,2018,2,"F1","HOMA",1,21.7633697475451,0,0,0,34,0,0,0,0,0,0,0,0,0
"825",825,7,5,2017,3,"F1","HOMA",1,26.590426917587,0,0,0,17,0,0,2,0,0,3,0,0,0
"826",826,22,5,2018,3,"F1","HOMA",1,24.1987260960443,0,0,0,22,0,0,0,0,0,0,0,0,0
"827",827,8,5,2017,5,"F1","HOMA",1,24.0740323490318,0,0,0,22,0,0,0,0,1,0,0,0,0
"828",828,22,5,2018,5,"F1","HOMA",1,21.683436161479,0,0,0,15,0,0,0,0,0,0,0,0,0
"829",829,8,5,2017,6,"F1","HOMA",1,21.4356095877703,0,0,0,17,0,0,0,0,1,0,0,0,0
"830",830,7,5,2017,1,"F2","HOMA",1,22.5266486256943,0,0,0,24,0,0,2,0,0,0,0,0,0
"831",831,22,5,2018,1,"F2","HOMA",1,21.0729488978053,0,0,0,42,0,0,0,0,0,0,0,0,0
"832",832,7,5,2017,2,"F2","HOMA",1,22.3974329470836,0,0,0,16,0,2,3,0,0,0,0,0,0
"833",833,7,5,2017,3,"F2","HOMA",1,23.9233236197424,0,0,0,22,0,0,3,0,0,0,0,0,0
"834",834,22,5,2018,3,"F2","HOMA",1,22.0976941284196,0,0,0,34,0,0,0,0,0,0,0,0,0
"835",835,8,5,2017,4,"F2","HOMA",1,22.5586560141927,0,0,0,19,0,0,0,0,2,0,0,0,0
"836",836,22,5,2018,4,"F2","HOMA",1,20.0132886725144,0,0,0,6,0,0,0,0,0,0,0,0,0
"837",837,8,5,2017,5,"F2","HOMA",1,24.1681271504163,0,0,0,26,0,0,0,0,0,0,0,0,0
"838",838,22,5,2018,5,"F2","HOMA",1,22.7043366770088,0,0,0,19,0,0,0,0,0,0,0,0,0
"839",839,8,5,2017,6,"F2","HOMA",1,20.5961694883939,0,0,0,16,0,0,0,0,1,0,0,0,0
"840",840,7,5,2017,1,"F3","HOMA",1,22.2577425855044,0,0,0,17,0,0,3,0,0,0,0,0,0
"841",841,7,5,2017,2,"F3","HOMA",1,22.0276339548131,0,1,0,24,0,0,2,0,0,0,0,0,0
"842",842,22,5,2018,3,"F3","HOMA",1,22.1778200931394,0,0,0,35,0,0,0,0,0,1,0,0,0
"843",843,8,5,2017,4,"F3","HOMA",1,20.2078029687942,0,0,0,18,0,0,0,0,2,0,0,0,0
"844",844,22,5,2018,4,"F3","HOMA",1,21.5431115711188,0,0,0,4,0,0,0,0,0,0,0,0,0
"845",845,22,5,2018,1,"F4","HOMA",1,21.8701234566595,0,0,0,44,1,0,0,0,0,0,0,0,0
"846",846,7,5,2017,2,"F4","HOMA",1,24.5939940226417,0,3,0,22,0,0,0,0,0,0,0,0,0
"847",847,22,5,2018,2,"F4","HOMA",1,20.6920454408615,0,0,0,26,0,0,0,0,0,0,0,0,0
"848",848,7,5,2017,3,"F4","HOMA",1,20.6313701353176,0,1,0,23,0,0,0,0,0,0,0,0,0
"849",849,8,5,2017,5,"F4","HOMA",1,22.0439240080386,0,0,0,26,1,0,0,0,0,0,0,0,0
"850",850,22,5,2018,5,"F4","HOMA",1,24.3837578539653,0,0,0,21,0,0,0,0,0,0,0,0,0
"851",851,8,5,2017,6,"F4","HOMA",1,21.7970216165254,0,0,0,19,0,0,0,0,3,0,0,0,0
"852",852,7,5,2017,1,"F5","HOMA",1,23.5003290781962,0,0,0,5,1,1,2,0,0,0,0,0,0
"853",853,7,5,2017,2,"F5","HOMA",1,19.0288142490555,0,2,0,23,0,0,1,0,0,0,0,0,0
"854",854,22,5,2018,2,"F5","HOMA",1,21.9266318408649,0,0,0,29,0,0,0,0,0,0,0,0,0
"855",855,7,5,2017,3,"F5","HOMA",1,21.3582399005879,0,0,0,21,0,0,0,0,2,2,0,0,0
"856",856,8,5,2017,4,"F5","HOMA",1,21.4822173940582,0,0,0,26,0,0,0,0,1,0,0,0,0
"857",857,22,5,2018,4,"F5","HOMA",1,21.4589973700466,0,0,0,19,0,0,0,0,0,0,0,0,0
"858",858,8,5,2017,5,"F5","HOMA",1,27.1424773769844,0,0,0,25,0,0,0,0,2,0,0,0,0
"859",859,8,5,2017,6,"F5","HOMA",1,19.9483222331041,0,0,0,16,0,0,0,0,2,0,0,0,0
"860",860,22,5,2018,6,"F5","HOMA",1,20.980413229783,0,0,0,18,0,0,0,0,0,0,0,0,0
"861",861,7,5,2017,1,"F6","HOMA",1,22.8014403975861,0,1,0,8,0,0,0,0,2,0,0,0,0
"862",862,22,5,2018,1,"F6","HOMA",1,19.7582363266236,0,0,0,42,0,0,0,0,0,0,0,0,0
"863",863,7,5,2017,2,"F6","HOMA",1,23.3809057114666,0,4,0,12,0,0,0,0,0,0,0,0,0
"864",864,22,5,2018,2,"F6","HOMA",1,22.0462121220172,0,3,0,32,0,0,0,0,0,0,0,0,0
"865",865,7,5,2017,3,"F6","HOMA",1,20.5318483017255,0,0,0,23,0,0,0,0,0,3,0,0,0
"866",866,22,5,2018,3,"F6","HOMA",1,25.4052042165975,0,0,0,29,0,0,0,0,0,2,0,0,0
"867",867,8,5,2017,4,"F6","HOMA",1,24.163302053857,0,0,0,14,0,0,0,0,2,1,0,0,0
"868",868,8,5,2017,5,"F6","HOMA",1,24.1895254756452,0,0,0,20,2,0,0,0,2,0,0,0,0
"869",869,22,5,2018,5,"F6","HOMA",1,22.8957115309989,0,0,0,30,0,0,0,0,0,0,0,0,0
"870",870,22,5,2018,6,"F6","HOMA",1,21.7512032799513,0,0,0,28,0,0,0,0,0,0,0,0,0
"871",871,1,4,2020,3,"A1","CHFU",2,18.2257222687007,0,0,0,7,0,0,0,0,0,0,0,0,0
"872",872,1,4,2020,3,"B3","CHFU",2,21.3754600930323,0,0,0,3,1,0,0,0,0,0,0,0,0
"873",873,1,4,2020,8,"E2","CHFU",2,20.5566829636478,1,0,0,2,0,2,0,0,0,2,0,0,2
"874",874,27,5,2015,2,"D1","ME.sp",7,6.95238424782538,0,2,2,2,1,0,0,0,0,1,0,0,0
"875",875,27,5,2020,8,"C2","rare",7,459.83516113321,0,0,0,0,0,0,0,0,0,0,0,0,0
"876",876,20,5,2015,2,"A2","ME.sp",14,21.9672121893105,0,0,0,0,1,2,1,0,3,0,0,1,0
"877",877,27,5,2020,8,"A2","ME.sp",14,598.204601522217,1,0,0,0,2,0,0,0,0,0,0,0,1
"878",878,27,5,2020,7,"A3","ME.sp",14,350.125019209779,0,0,0,0,1,0,0,0,0,0,0,0,2
"879",879,20,5,2015,2,"A4","ME.sp",14,34.0516296036583,0,2,0,0,2,0,0,0,0,0,0,0,0
"880",880,21,4,2016,2,"B1","ME.sp",14,34.1938010229759,0,0,0,31,0,0,0,0,0,0,0,0,0
"881",881,22,4,2016,4,"B6","ME.sp",14,17.9076045511652,3,0,0,14,3,2,0,0,0,0,0,0,0
"882",882,27,5,2020,8,"E2","ME.sp",14,237.30967946505,0,0,0,6,0,0,0,0,0,1,0,0,0
"883",883,27,5,2020,7,"E6","ME.sp",14,233.681028115456,0,0,0,2,1,0,3,1,0,0,0,0,0
"884",884,8,6,2016,5,"B1","PAIN",14,428.631915734834,0,0,0,29,0,0,0,0,0,1,0,0,0
"885",885,7,6,2016,4,"C5","PAIN",14,151.413388142853,0,0,0,29,0,0,0,0,0,0,0,3,0
"886",886,7,6,2016,1,"E4","PAIN",14,256.046871487558,0,0,0,35,0,0,0,0,0,0,0,0,0
"887",887,7,6,2016,1,"E5","PAIN",14,431.77323800533,0,0,0,25,0,0,0,0,0,0,1,0,0
"888",888,7,6,2016,3,"E5","PAIN",14,583.783100060671,0,0,0,0,0,0,0,0,0,0,2,2,0
"889",889,7,6,2016,1,"F4","PAIN",14,263.643710614236,0,0,0,30,0,0,1,0,0,0,0,1,0
"890",890,9,6,2016,8,"F6","PAIN",14,401.606647078379,1,0,0,0,0,1,0,0,0,5,0,0,0
"891",891,6,10,2020,2,"E1","SASO",14,14,1,0,0,1,2,0,0,0,0,0,8,0,0
"892",892,20,9,2021,1,"A6","SASO",12,21.3143792926536,0,0,0,0,2,0,0,0,0,0,0,0,0
"893",893,20,9,2021,2,"A6","SASO",12,19.0930335596742,0,0,0,2,1,0,0,0,0,0,15,0,0
"894",894,20,9,2021,2,"B6","SASO",12,7.51078185005858,0,0,0,0,3,0,0,0,0,0,5,0,0
"895",895,20,9,2021,7,"B6","SASO",12,18.0128073798388,0,0,0,0,0,0,2,1,0,0,3,0,0
"896",896,20,9,2021,2,"C4","SASO",12,19.9108317490973,0,0,0,0,1,1,0,0,0,0,0,0,0
"897",897,20,9,2021,3,"D1","SASO",12,13.9963790557207,0,0,0,2,0,0,0,0,0,0,3,0,0
"898",898,20,9,2021,3,"F5","SASO",12,7.82357140031001,0,0,0,0,1,0,0,0,0,0,3,0,0
"899",899,15,4,2020,3,"B2","rare",1,45.5595481625655,0,0,0,6,0,0,0,0,0,1,0,0,0
"900",900,15,4,2020,3,"B3","rare",1,50.1802934423687,0,0,0,7,0,0,0,0,0,0,0,0,0
"901",901,7,5,2015,6,"A1","HOMA",1,21.9286876605572,0,0,0,0,0,0,0,6,0,0,0,0,0
"902",902,7,5,2015,6,"A3","HOMA",1,22.3261520433335,0,0,0,0,0,0,1,4,0,0,0,0,0
"903",903,1,4,2020,7,"D2","CHFU",3,102.218837246145,0,0,0,0,2,0,0,1,0,0,0,0,1
"904",904,27,5,2020,9,"A4","rare",3,165.587797669252,0,0,0,0,0,0,0,0,2,1,2,0,0
"905",905,27,5,2020,2,"A4","rare",5,65.2239419352391,2,0,0,0,4,0,0,0,0,0,0,0,0
"906",906,27,5,2020,8,"E1","rare",5,271.391349957631,2,0,0,0,3,0,0,0,0,0,0,0,2
"907",907,22,4,2016,4,"A1","ME.sp",15,17.9128061683182,0,0,0,26,0,3,1,0,0,0,0,0,0
"908",908,22,4,2016,4,"C1","ME.sp",15,14.0298888723502,0,0,0,14,3,4,0,0,0,0,0,0,0
"909",909,22,4,2016,4,"D1","ME.sp",15,6.16395663475266,0,0,0,9,0,3,0,1,0,0,0,0,0
"910",910,22,4,2016,5,"D1","ME.sp",15,22.5352464269243,4,0,0,24,0,1,0,0,0,0,0,0,0
"911",911,22,4,2016,5,"D2","ME.sp",15,19.2609066291614,0,0,0,22,0,1,0,0,0,0,0,0,0
"912",912,27,5,2020,8,"D2","ME.sp",15,484.270175847733,0,0,0,0,1,1,0,0,0,0,0,0,0
"913",913,20,5,2015,1,"E1","ME.sp",15,21.6024294116486,1,0,0,0,0,3,0,1,0,0,1,0,0
"914",914,22,4,2016,5,"E1","ME.sp",15,17.2409486946086,1,0,0,28,0,1,0,0,0,0,0,0,0
"915",915,27,5,2015,2,"E2","ME.sp",15,20.426317146706,0,2,0,0,1,1,0,2,0,0,0,0,0
"916",916,24,4,2016,8,"E2","ME.sp",15,42.3440758059098,2,0,0,2,0,2,0,0,0,1,0,0,0
"917",917,27,5,2015,2,"E5","ME.sp",15,26.8342795029204,0,0,2,2,0,0,0,0,3,0,0,0,0
"918",918,7,6,2016,4,"B1","PAIN",15,416.147970501593,0,0,0,23,0,0,2,0,0,0,0,2,0
"919",919,7,6,2016,1,"E3","PAIN",15,453.473347297236,0,0,0,9,0,1,0,0,0,0,2,0,0
"920",920,6,10,2020,7,"B1","SASO",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
