"","X","day","month","year","plot","subplot","focal.analysis","fruit","seed","BEMA","CETE","CHFU","HOMA","LEMA","ME.sp","PAIN","PLCO","PO.sp","rare","SASO","SCLA","SPRU"
"1",1,1,4,2020,7,"C3","CHFU",2,26.9223428382401,0,0,0,0,2,2,0,0,0,1,0,0,1
"2",2,22,4,2016,5,"E4","ME.sp",2,4.56404533097557,0,0,0,29,0,0,0,0,0,0,0,0,0
"3",3,6,10,2020,8,"B2","SASO",2,2,0,0,0,0,3,1,0,0,0,0,4,0,0
"4",4,6,10,2020,7,"B6","SASO",2,2,0,1,0,0,0,0,1,0,1,0,0,0,0
"5",5,6,10,2019,7,"B1","SASO",2,2.82954901156867,0,2,0,0,0,0,0,0,3,0,3,0,0
"6",6,6,10,2019,7,"B2","SASO",2,2.11701479228281,0,0,0,0,0,0,0,0,2,0,2,0,0
"7",7,6,10,2019,7,"B3","SASO",2,2.23658985905774,0,0,0,0,0,0,0,0,2,0,2,0,0
"8",8,6,10,2019,7,"B4","SASO",2,4.30180527417599,0,1,0,0,0,0,0,0,3,0,1,0,0
"9",9,6,10,2019,3,"D6","SASO",2,4.10892663576789,0,0,0,0,0,0,0,0,30,0,0,0,0
"10",10,1,4,2020,2,"A3","CHFU",3,117.608332532208,0,3,4,0,1,0,0,1,0,0,0,0,0
"11",11,27,5,2015,2,"A2","ME.sp",3,0.657340027879353,0,0,0,0,0,1,1,2,4,0,0,1,0
"12",12,27,5,2020,7,"B4","ME.sp",3,84.8804390145024,1,1,0,0,0,5,0,0,0,1,0,0,0
"13",13,22,4,2016,5,"F4","ME.sp",3,8.40458446286125,0,0,0,16,2,0,0,0,0,0,0,0,0
"14",14,6,10,2020,7,"F2","SASO",3,3,0,0,0,0,0,0,0,0,0,1,0,0,1
"15",15,20,9,2021,3,"A1","SASO",3,2.27200386942166,0,0,0,0,0,0,0,0,0,0,4,0,0
"16",16,20,9,2021,8,"B1","SASO",3,2.85437149626834,0,1,0,0,0,0,0,1,0,0,0,0,0
"17",17,28,4,2015,1,"B1","BEMA",1,86.5151817003442,0,0,0,1,1,0,0,1,0,0,0,0,0
"18",18,2,4,2016,5,"B4","BEMA",1,26.1341695331192,0,0,0,3,1,1,0,0,0,0,0,0,0
"19",19,23,4,2020,4,"C4","BEMA",1,143.918001262916,0,0,1,4,2,0,0,0,0,0,0,0,0
"20",20,23,4,2020,4,"F3","BEMA",1,52.047968474525,0,0,0,15,0,0,0,0,0,0,0,0,0
"21",21,2,4,2016,5,"F5","BEMA",1,19.6271254858568,1,0,0,26,1,0,0,0,0,0,0,0,0
"22",22,27,5,2020,7,"E1","rare",2,94.0369342905932,0,0,0,0,0,0,7,0,1,0,0,0,4
"23",23,22,4,2016,4,"E1","ME.sp",4,5.43893309677588,0,0,0,11,3,1,0,0,0,0,0,0,0
"24",24,27,5,2020,7,"F2","ME.sp",4,104.489195200935,0,0,1,0,2,2,0,0,0,0,0,0,3
"25",25,27,5,2020,8,"B4","rare",4,43.1465154509674,0,0,0,0,0,0,0,0,0,1,0,0,0
"26",26,27,5,2020,2,"E1","rare",4,202.959416966424,0,0,0,0,5,0,0,0,0,0,0,0,0
"27",27,20,9,2021,1,"A3","SASO",4,2.3212160870107,0,0,0,1,1,0,0,0,0,0,11,0,0
"28",28,20,9,2021,2,"B1","SASO",4,3.25507470434824,0,0,0,0,2,0,0,0,0,0,0,0,0
"29",29,20,9,2021,2,"C6","SASO",4,3.08249102624771,0,0,0,0,1,0,0,0,0,0,1,0,0
"30",30,20,9,2021,3,"C6","SASO",4,5.65758188735657,0,0,0,0,2,1,0,0,0,0,4,0,0
"31",31,20,9,2021,3,"D5","SASO",4,4.74774757465009,0,0,0,3,1,1,0,0,0,0,0,0,0
"32",32,27,5,2020,7,"A6","rare",1,56.82635111547,1,4,0,2,0,0,0,0,0,3,0,0,0
"33",33,22,4,2016,4,"B3","ME.sp",5,11.9693929350701,0,0,0,32,1,1,0,0,0,0,0,0,0
"34",34,22,4,2016,5,"C5","ME.sp",5,1.00927654403902,0,0,0,33,0,1,0,0,0,0,0,0,0
"35",35,22,4,2016,6,"D3","ME.sp",5,10.2246482604225,0,0,0,8,0,0,0,3,0,1,6,0,0
"36",36,22,4,2016,5,"E5","ME.sp",5,9.89835296090483,0,0,0,16,2,1,0,0,0,0,0,0,0
"37",37,22,4,2016,5,"F1","ME.sp",5,3.67289283774973,0,0,0,24,3,1,0,0,0,0,0,0,0
"38",38,27,5,2020,8,"A1","rare",5,202.422805934224,0,0,0,0,2,1,0,0,0,0,0,0,2
"39",39,27,5,2020,2,"B4","rare",5,208.970902505233,3,0,0,0,0,0,0,0,0,0,1,0,0
"40",40,27,5,2020,3,"E4","rare",5,280.249427333343,0,0,0,1,3,0,0,0,0,0,0,0,0
"41",41,6,10,2020,8,"F3","SASO",5,5,0,0,0,5,0,0,0,1,0,0,0,0,0
"42",42,6,10,2019,7,"A1","SASO",5,5.66910321243905,0,0,0,0,0,0,0,0,3,0,3,0,0
"43",43,6,10,2019,5,"A2","SASO",5,7.95236116336755,0,0,0,25,0,0,0,0,0,0,0,0,0
"44",44,6,10,2019,7,"A2","SASO",5,3.54335293388943,0,2,0,0,0,0,0,0,2,0,1,0,0
"45",45,6,10,2019,7,"A3","SASO",5,5.9158868059549,0,0,0,0,0,0,0,0,0,0,3,0,0
"46",46,6,10,2019,5,"A4","SASO",5,7.15579586656523,0,0,0,15,0,0,0,0,0,0,0,0,0
"47",47,6,10,2019,8,"B1","SASO",5,7.56762460801796,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",48,6,10,2019,5,"B2","SASO",5,2.34967296028742,0,0,0,25,0,0,0,0,0,0,0,0,0
"49",49,20,9,2021,3,"B3","SASO",5,1.46916412399011,0,0,0,1,0,0,0,0,0,0,5,0,0
"50",50,20,9,2021,2,"B4","SASO",5,11.2000300966272,0,0,0,0,3,0,0,0,0,0,0,0,0
"51",51,6,10,2019,8,"B4","SASO",5,5.28223079198853,0,4,0,0,0,0,0,0,0,0,0,0,0
"52",52,6,10,2019,8,"B5","SASO",5,3.86993865454403,0,1,0,0,0,0,0,0,0,0,0,0,0
"53",53,6,10,2019,2,"C1","SASO",5,10.7581480212842,0,0,0,20,0,0,0,0,0,0,0,0,0
"54",54,6,10,2019,7,"C1","SASO",5,5.63661595054201,0,1,0,0,0,0,0,0,2,0,3,0,0
"55",55,6,10,2019,7,"C2","SASO",5,2.28849461826814,1,0,0,0,0,0,0,0,0,0,1,0,0
"56",56,6,10,2019,8,"C2","SASO",5,10.0100124125185,0,0,0,4,0,0,0,0,0,0,0,0,0
"57",57,6,10,2019,2,"C4","SASO",5,7.91687684125931,0,0,0,20,0,0,0,0,0,0,1,0,0
"58",58,6,10,2019,7,"C4","SASO",5,5.38274770212049,2,0,0,0,0,0,0,0,1,0,2,0,0
"59",59,6,10,2019,8,"C4","SASO",5,10.2457802360087,0,3,0,0,0,0,0,0,0,0,0,0,0
"60",60,6,10,2019,5,"C6","SASO",5,0.472228122098898,0,0,0,20,0,0,0,0,0,0,0,0,0
"61",61,6,10,2019,2,"D1","SASO",5,3.63100442936345,0,0,0,30,0,0,0,0,0,0,0,0,0
"62",62,6,10,2019,7,"D1","SASO",5,1.33142885248561,0,0,0,0,0,0,0,0,0,0,1,0,0
"63",63,6,10,2019,7,"D2","SASO",5,1.19336179796291,0,2,0,0,0,0,0,0,0,0,2,0,0
"64",64,6,10,2019,8,"D5","SASO",5,3.9775510823625,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",65,6,10,2019,7,"D6","SASO",5,3.21039749975951,0,2,0,0,0,0,0,0,2,0,1,0,0
"66",66,20,9,2021,3,"E1","SASO",5,5.83240773772462,0,0,0,1,0,0,0,0,0,0,2,0,0
"67",67,6,10,2019,7,"E1","SASO",5,8.51097060601364,0,0,0,0,0,0,0,0,4,0,2,0,0
"68",68,6,10,2019,7,"E2","SASO",5,3.09673699715045,2,0,0,0,0,0,0,0,0,0,2,0,0
"69",69,6,10,2019,9,"E2","SASO",5,3.17430708889433,0,0,0,5,0,0,0,0,0,0,0,0,0
"70",70,6,10,2019,7,"E3","SASO",5,8.13166926624731,0,2,0,0,0,0,0,0,4,0,1,0,0
"71",71,6,10,2019,8,"E3","SASO",5,8.30744661283381,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",72,6,10,2019,9,"E3","SASO",5,4.63433507543792,0,0,0,5,0,0,0,0,0,0,0,0,0
"73",73,6,10,2019,7,"E4","SASO",5,4.31330905604264,0,1,0,0,0,0,0,0,2,0,0,0,0
"74",74,20,9,2021,2,"E6","SASO",5,7.34749535491272,0,0,0,0,1,0,0,0,0,0,1,0,0
"75",75,6,10,2019,7,"E6","SASO",5,5.14300183651335,0,0,0,0,0,0,0,0,3,0,2,0,0
"76",76,6,10,2019,7,"F1","SASO",5,5.68969693151135,0,0,0,0,0,0,0,0,1,0,2,0,0
"77",77,6,10,2019,8,"F1","SASO",5,4.93660455115629,0,3,0,0,0,0,0,0,0,0,3,0,0
"78",78,6,10,2019,7,"F2","SASO",5,2.64679788744759,0,2,0,0,0,0,0,0,3,0,0,0,0
"79",79,6,10,2019,8,"F2","SASO",5,7.89178466627389,0,0,0,0,0,0,0,0,0,0,2,0,0
"80",80,6,10,2019,7,"F3","SASO",5,6.87989607124301,0,0,0,0,0,0,0,0,3,0,1,0,0
"81",81,6,10,2019,7,"F4","SASO",5,2.05508968785234,0,0,0,0,0,0,0,0,4,0,3,0,0
"82",82,6,10,2019,8,"F5","SASO",5,4.8306119427453,0,0,0,0,0,0,0,0,0,0,1,0,0
"83",83,6,10,2019,7,"F6","SASO",5,6.11032053356657,0,0,0,0,0,0,0,0,2,0,3,0,0
"84",84,6,10,2019,8,"F6","SASO",5,7.17610472876023,0,0,0,0,0,0,0,0,0,0,1,0,0
"85",85,21,4,2016,2,"D1","ME.sp",3,4.85220295343952,1,0,0,23,1,0,1,0,0,0,0,0,0
"86",86,15,4,2020,3,"B1","rare",3,116.865550766173,0,1,0,8,0,0,0,0,0,1,0,0,0
"87",87,29,8,2016,8,"F6","SASO",3,4.78291408146028,0,0,0,0,0,0,0,0,0,1,5,0,0
"88",88,7,5,2015,6,"A4","ME.sp",6,6.34553259559832,0,0,3,1,0,0,0,3,0,0,0,0,0
"89",89,27,5,2020,7,"A4","ME.sp",6,173.835952164542,0,1,0,0,0,0,0,0,0,0,0,0,3
"90",90,27,5,2020,9,"A5","ME.sp",6,117.170196042065,0,0,0,0,0,0,0,0,0,0,1,1,0
"91",91,7,5,2015,6,"B3","ME.sp",6,10.7792024121563,0,0,3,0,0,0,0,2,0,0,0,0,0
"92",92,22,4,2016,6,"C1","ME.sp",6,9.42965778354728,1,0,0,11,0,0,0,2,0,0,0,0,0
"93",93,27,5,2020,7,"C1","ME.sp",6,177.27850983606,0,0,0,0,2,3,0,0,0,0,0,0,0
"94",94,22,4,2016,5,"D6","ME.sp",6,8.52650255757522,0,0,0,16,3,0,0,0,0,0,0,0,0
"95",95,24,4,2016,7,"F4","ME.sp",6,6.40930765909078,1,0,0,0,0,0,0,0,2,7,3,0,0
"96",96,8,6,2016,5,"A5","PAIN",6,75.3574578869245,0,0,0,32,1,0,0,0,0,0,0,1,0
"97",97,27,5,2020,7,"F6","rare",6,191.278681572247,0,0,0,0,0,0,0,0,0,1,0,0,0
"98",98,6,10,2020,5,"B5","SASO",6,6,0,0,0,10,0,0,0,0,0,0,2,0,0
"99",99,6,10,2020,7,"D5","SASO",6,6,1,5,0,0,0,0,0,0,3,2,0,0,0
"100",100,9,4,2021,6,"D1","BEMA",1,92.729601042904,1,0,0,4,0,1,0,0,0,1,0,0,0
"101",101,1,4,2020,3,"B1","CHFU",1,10.321897351331,0,0,0,8,0,0,0,0,0,1,0,0,0
"102",102,22,4,2016,4,"C4","ME.sp",7,13.4213281870745,2,0,0,12,0,0,0,0,0,0,0,0,0
"103",103,27,5,2020,7,"E4","ME.sp",7,159.470033242881,0,1,0,2,7,0,0,0,0,1,0,0,1
"104",104,27,5,2020,7,"E5","ME.sp",7,294.189363882935,0,2,0,0,3,2,0,0,0,2,0,0,0
"105",105,22,4,2016,4,"F5","ME.sp",7,15.8503279131914,0,0,0,29,0,3,0,0,0,0,0,0,0
"106",106,27,5,2020,7,"F6","ME.sp",7,156.002599411036,0,0,0,0,1,2,0,0,0,5,0,0,0
"107",107,8,6,2016,6,"A2","PAIN",7,216.087621497457,0,0,0,5,0,0,0,2,0,0,8,0,0
"108",108,7,6,2016,1,"F2","PAIN",7,123.358581069251,0,0,0,24,0,0,1,0,0,0,0,0,0
"109",109,8,6,2016,5,"F2","PAIN",7,174.955063072226,0,0,0,25,0,0,0,1,0,0,0,1,0
"110",110,7,6,2016,3,"F5","PAIN",7,178.862844847252,0,0,0,7,0,0,0,2,0,1,2,0,0
"111",111,27,5,2020,3,"E4","rare",7,181.571109912605,0,0,0,7,0,0,0,0,0,3,0,0,0
"112",112,27,5,2020,7,"E4","rare",7,186.030922636342,0,0,0,2,0,0,0,0,1,2,0,0,0
"113",113,16,4,2020,9,"B3","SASO",7,7,0,0,0,0,0,0,0,2,0,1,0,1,0
"114",114,20,9,2021,3,"A3","SASO",6,7.92193041673454,0,0,0,0,0,0,0,0,0,0,5,0,0
"115",115,20,9,2021,3,"A6","SASO",6,8.45912836474947,0,0,0,4,0,0,0,0,0,0,0,0,0
"116",116,20,9,2021,8,"B1","SASO",6,4.56389505118521,0,1,0,0,0,0,0,3,0,0,1,0,0
"117",117,20,9,2021,2,"B2","SASO",6,8.78450103649911,0,0,0,0,3,1,0,0,0,0,0,0,0
"118",118,20,9,2021,3,"B6","SASO",6,6.97761392073935,0,0,0,5,0,0,0,0,0,0,3,0,0
"119",119,20,9,2021,2,"C3","SASO",6,9.34214872421154,0,0,0,0,0,0,0,0,0,0,2,0,0
"120",120,20,9,2021,7,"E3","SASO",6,5.21040533685476,0,0,0,0,2,0,0,0,0,0,0,0,1
"121",121,15,2,2019,4,"A1","rare",1,1336.45278749937,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",122,15,2,2019,8,"A1","rare",1,1229.85205716671,0,0,0,3,0,0,0,0,0,0,0,0,0
"123",123,16,4,2020,8,"A4","rare",1,57.5457003319045,2,4,0,0,2,1,0,1,0,1,0,0,0
"124",124,15,2,2019,2,"B1","rare",1,63.5601332472745,0,0,0,0,0,1,0,0,0,0,0,0,0
"125",125,15,2,2019,4,"B2","rare",1,1882.32280166457,0,0,1,0,1,0,0,0,0,0,0,0,0
"126",126,15,2,2019,5,"B2","rare",1,2426.76867514201,0,0,2,0,0,0,0,0,0,0,0,0,0
"127",127,16,4,2020,8,"B2","rare",1,25.7273960271852,0,0,0,0,3,1,0,0,5,1,0,0,0
"128",128,15,2,2019,4,"B3","rare",1,2209.48838743201,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",129,16,4,2020,8,"B3","rare",1,11.1319028735274,0,0,1,0,1,0,0,0,0,0,0,1,0
"130",130,15,2,2019,4,"B4","rare",1,2156.62400665613,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",131,15,2,2019,4,"B5","rare",1,600.763391420797,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,15,2,2019,8,"B6","rare",1,2726.60140681349,0,0,2,4,0,1,0,0,0,1,0,0,0
"133",133,15,2,2019,6,"C1","rare",1,587.887096731846,0,0,0,0,0,0,0,0,0,1,0,0,0
"134",134,15,2,2019,8,"C1","rare",1,2206.38770469885,0,0,0,5,0,0,0,0,0,0,0,0,0
"135",135,15,2,2019,7,"C2","rare",1,1749.10294446873,0,0,0,1,2,0,0,0,0,1,0,0,0
"136",136,15,2,2019,2,"C4","rare",1,399.262178907778,0,0,0,0,2,0,0,0,0,0,0,0,0
"137",137,16,4,2020,7,"C5","rare",1,58.3636077685248,0,10,0,0,4,1,1,0,0,0,0,0,0
"138",138,16,4,2020,7,"C6","rare",1,30.3443432878428,2,0,0,0,3,0,0,0,0,4,0,0,0
"139",139,15,2,2019,4,"D1","rare",1,95.4121280470506,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",140,15,2,2019,6,"D1","rare",1,635.210674329785,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",141,15,2,2019,7,"D1","rare",1,2600.99738842703,2,0,0,3,0,0,0,0,0,0,0,0,0
"142",142,15,2,2019,8,"D1","rare",1,1774.01184947114,0,0,0,4,0,0,0,0,0,2,0,0,0
"143",143,15,2,2019,6,"D2","rare",1,809.1470640773,0,0,0,0,0,0,0,0,0,1,0,0,0
"144",144,15,2,2019,7,"D2","rare",1,2718.04736775884,0,0,0,2,0,2,0,0,0,0,0,0,0
"145",145,16,4,2020,8,"D2","rare",1,2.10887200633582,0,0,0,0,2,1,0,0,1,1,0,0,0
"146",146,15,2,2019,8,"D3","rare",1,2314.11611936445,0,0,3,2,0,0,0,0,0,0,0,0,0
"147",147,16,4,2020,8,"D4","rare",1,57,0,0,0,0,0,0,0,0,0,3,0,0,0
"148",148,15,2,2019,7,"D5","rare",1,4177.41455142256,0,0,0,1,1,0,0,0,0,3,0,0,0
"149",149,16,4,2020,7,"D5","rare",1,23.4977588532071,0,4,0,0,0,3,0,0,0,0,0,0,2
"150",150,16,4,2020,7,"D6","rare",1,33.0406546948466,0,3,0,0,3,0,2,0,2,0,0,0,0
"151",151,15,2,2019,8,"D6","rare",1,2492.21724774326,0,0,2,2,0,0,0,0,0,1,0,0,0
"152",152,15,2,2019,6,"E1","rare",1,1059.19349830734,0,0,0,0,0,0,0,0,0,1,0,0,0
"153",153,15,2,2019,8,"E1","rare",1,1823.43088235186,1,0,1,2,0,0,0,0,0,0,0,0,0
"154",154,16,4,2020,7,"E2","rare",1,23.3259103810781,0,0,0,0,0,1,0,0,1,0,0,0,4
"155",155,15,2,2019,8,"E2","rare",1,1580.08439451577,0,0,2,1,0,2,0,0,0,0,0,0,0
"156",156,15,2,2019,4,"E3","rare",1,17.7045864522706,0,0,1,0,1,0,0,0,0,0,0,0,0
"157",157,15,2,2019,4,"E5","rare",1,2379.87570226407,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",158,15,2,2019,8,"E5","rare",1,530.2131937846,0,0,3,2,0,0,0,0,0,1,0,0,0
"159",159,15,2,2019,2,"E6","rare",1,307.854123214972,0,0,0,0,2,0,0,0,0,0,0,0,0
"160",160,15,2,2019,4,"E6","rare",1,2533.03284213576,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",161,15,2,2019,4,"F1","rare",1,1977.22984405527,0,0,1,0,0,0,0,0,0,0,0,0,0
"162",162,15,2,2019,5,"F1","rare",1,1979.44261262521,0,0,0,1,0,0,0,0,0,0,0,0,0
"163",163,15,2,2019,6,"F1","rare",1,618.152149278526,0,0,0,0,0,0,0,0,0,2,0,0,0
"164",164,15,2,2019,5,"F2","rare",1,957.759100361809,0,0,0,2,0,0,0,0,0,0,0,0,0
"165",165,15,2,2019,6,"F2","rare",1,1304.32293337148,0,0,0,0,0,0,0,0,0,1,0,0,0
"166",166,15,2,2019,7,"F2","rare",1,3136.77461211934,0,0,0,3,1,0,0,0,0,0,0,0,0
"167",167,16,4,2020,7,"F2","rare",1,2.87002944248748,0,0,0,0,1,1,0,0,0,0,0,0,2
"168",168,15,2,2019,4,"F3","rare",1,431.903667842993,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",169,15,2,2019,7,"F3","rare",1,1275.66036816144,0,0,0,2,2,1,0,0,0,0,0,0,0
"170",170,16,4,2020,7,"F3","rare",1,38.8647088436812,1,0,0,0,2,1,0,0,0,0,0,1,0
"171",171,15,2,2019,4,"F5","rare",1,2168.58334291806,0,0,0,0,1,0,0,0,0,0,0,0,0
"172",172,15,2,2019,5,"F5","rare",1,1289.24945648668,0,0,0,2,0,0,0,0,0,0,0,0,0
"173",173,15,2,2019,8,"F5","rare",1,1872.50328241666,0,0,1,3,0,1,0,0,0,0,0,0,0
"174",174,15,2,2019,8,"F6","rare",1,1727.86600997287,0,0,1,4,3,0,0,0,0,1,0,0,0
"175",175,23,4,2020,4,"B3","BEMA",2,278.217511490556,1,0,0,8,2,0,0,0,0,0,0,0,0
"176",176,23,4,2020,4,"D2","BEMA",2,52.1467983951509,0,0,0,15,3,0,0,0,0,0,0,0,0
"177",177,23,4,2020,4,"E1","BEMA",2,38.8797589134099,0,0,0,3,5,0,0,0,0,0,0,0,0
"178",178,23,4,2020,4,"F1","BEMA",2,340.655932781845,0,0,0,0,6,0,0,1,0,0,0,0,0
"179",179,27,5,2020,1,"E5","rare",2,67.8908611023978,0,1,0,0,1,0,0,0,0,2,0,0,0
"180",180,27,5,2015,2,"D1","ME.sp",4,10.2263353679939,0,1,0,3,0,0,0,1,1,0,0,0,0
"181",181,27,5,2020,7,"C5","rare",4,202.993060841758,1,0,0,0,1,0,0,0,0,3,0,0,0
"182",182,7,9,2017,6,"A1","SASO",4,3.53973602210963,0,0,0,4,0,0,0,0,0,0,2,0,0
"183",183,7,9,2017,6,"A3","SASO",4,4.09637966247734,0,0,0,6,0,0,0,0,0,0,5,0,0
"184",184,7,9,2017,6,"A4","SASO",4,5.13900078989819,0,0,0,2,0,0,0,0,0,0,0,0,0
"185",185,7,9,2017,6,"A5","SASO",4,2.95559585988925,0,0,0,3,0,0,0,7,0,0,0,0,0
"186",186,7,9,2017,6,"A6","SASO",4,2.7212602401486,0,0,0,2,0,0,0,6,0,0,0,0,0
"187",187,7,9,2017,2,"B1","SASO",4,2.78336752885639,0,0,0,19,0,0,0,0,0,0,0,0,0
"188",188,7,9,2017,6,"B1","SASO",4,4.37122575647087,0,0,0,6,0,0,0,3,0,0,0,0,0
"189",189,7,9,2017,3,"B3","SASO",4,4.79470301578546,0,0,0,5,0,0,0,0,0,0,3,0,0
"190",190,7,9,2017,6,"B4","SASO",4,3.72633914101895,0,0,0,12,0,0,0,6,0,0,0,0,0
"191",191,7,9,2017,6,"B6","SASO",4,2.54989808607695,0,0,0,3,0,0,0,5,0,0,0,0,0
"192",192,7,9,2017,6,"C1","SASO",4,2.23574368302884,0,0,0,7,0,0,0,2,0,0,0,0,0
"193",193,7,9,2017,6,"C2","SASO",4,4.66972526131502,0,0,0,6,0,0,0,3,0,0,0,0,0
"194",194,7,9,2017,6,"C4","SASO",4,2.59686646030733,0,0,0,3,0,0,0,0,0,0,0,0,0
"195",195,7,9,2017,6,"D2","SASO",4,2.96630764036394,0,0,0,15,0,0,0,0,0,0,0,0,0
"196",196,7,9,2017,1,"D5","SASO",4,4.95934423535491,0,0,0,15,0,0,0,0,0,0,0,0,0
"197",197,7,9,2017,3,"D5","SASO",4,3.27944090514443,0,0,0,20,0,0,0,0,0,0,0,0,0
"198",198,7,9,2017,6,"E1","SASO",4,4.7765256221588,0,0,0,4,0,0,0,2,0,0,3,0,0
"199",199,7,9,2017,6,"E2","SASO",4,7.07936198818613,0,0,0,3,0,0,0,5,0,0,0,0,0
"200",200,7,9,2017,6,"E3","SASO",4,4.09627103248749,0,0,0,7,0,0,0,0,0,0,0,0,0
"201",201,7,9,2017,1,"E6","SASO",4,5.13038314997673,0,0,0,16,0,0,0,0,0,0,0,0,0
"202",202,7,9,2017,2,"E6","SASO",4,1.91265811231684,0,0,0,12,0,0,0,0,0,0,0,0,0
"203",203,29,8,2016,9,"E6","SASO",4,0.28003939355208,0,0,0,0,0,0,0,0,0,0,1,0,0
"204",204,29,8,2016,9,"F2","SASO",4,8.29369952244825,0,0,0,0,0,0,0,0,0,0,1,0,0
"205",205,7,9,2017,1,"F4","SASO",4,8.55521005212833,0,0,0,14,0,0,0,0,0,0,0,0,0
"206",206,7,9,2017,1,"F5","SASO",4,4.54217011418464,0,0,0,16,0,0,0,0,0,0,0,0,0
"207",207,27,5,2015,3,"A1","ME.sp",8,17.4288061702504,0,0,0,5,0,0,0,0,0,0,0,0,0
"208",208,24,4,2016,8,"A3","ME.sp",8,12.177254111804,2,0,0,0,0,2,0,0,6,0,0,0,0
"209",209,22,4,2016,4,"A5","ME.sp",8,15.0497238801407,2,0,0,18,2,1,0,0,0,0,0,0,0
"210",210,22,4,2016,6,"B5","ME.sp",8,13.1186851048597,0,0,0,0,1,0,0,2,0,0,8,0,0
"211",211,22,4,2016,6,"C5","ME.sp",8,19.1056570418737,0,0,0,44,0,1,0,0,0,0,0,0,0
"212",212,27,5,2020,7,"D1","ME.sp",8,193.576456020547,0,0,0,0,2,0,1,2,0,0,0,0,2
"213",213,27,5,2020,7,"D6","ME.sp",8,95.147130961808,0,0,0,0,2,0,1,0,0,0,0,1,0
"214",214,27,5,2020,7,"E2","ME.sp",8,374.856686466726,0,0,0,0,0,0,0,0,0,3,0,0,0
"215",215,22,4,2016,6,"E6","ME.sp",8,7.59902889419385,0,0,0,4,3,3,0,0,0,0,0,0,0
"216",216,27,5,2020,7,"F5","ME.sp",8,199.400013716727,0,0,0,2,2,0,1,0,0,1,0,0,1
"217",217,7,6,2016,4,"B2","PAIN",8,158.086473674663,0,0,0,25,0,1,0,0,0,0,0,2,0
"218",218,8,6,2016,5,"B3","PAIN",8,243.904907877681,0,0,0,22,0,0,0,0,0,0,0,3,0
"219",219,7,6,2016,2,"B4","PAIN",8,145.624988498382,0,0,0,46,0,0,1,0,0,0,0,0,0
"220",220,9,6,2016,8,"C6","PAIN",8,69.1051640944932,1,0,0,0,0,0,0,0,0,0,3,0,0
"221",221,7,6,2016,4,"D1","PAIN",8,253.466485124519,0,0,0,0,0,2,0,0,0,0,0,3,0
"222",222,7,6,2016,1,"D6","PAIN",8,148.4864680441,0,0,0,46,0,0,2,0,0,0,0,0,0
"223",223,7,6,2016,4,"E1","PAIN",8,258.339779339663,0,0,0,26,0,0,2,0,0,0,0,3,0
"224",224,7,6,2016,3,"E2","PAIN",8,134.531647455827,0,0,0,20,0,0,0,0,0,0,1,0,0
"225",225,7,6,2016,1,"F6","PAIN",8,277.340545783843,0,0,0,4,0,1,0,0,0,0,6,1,0
"226",226,6,10,2020,8,"D6","SASO",8,8,0,2,0,0,0,0,0,0,0,0,1,0,0
"227",227,20,9,2021,3,"E5","SASO",7,7.21640881883006,0,0,0,0,1,0,0,0,0,0,4,0,0
"228",228,1,4,2020,8,"D4","CHFU",1,9.70964781494644,1,0,0,0,4,0,0,2,0,4,0,0,0
"229",229,22,4,2016,6,"B1","ME.sp",9,23.7474285250424,0,0,0,0,5,1,0,0,0,0,0,0,0
"230",230,27,5,2020,7,"B6","ME.sp",9,249.96473733026,2,1,0,0,1,0,1,0,0,0,0,0,2
"231",231,27,5,2020,7,"C2","ME.sp",9,277.425326804207,0,0,0,0,1,0,0,0,0,0,0,0,2
"232",232,7,5,2015,6,"C6","ME.sp",9,8.41510294359161,0,0,2,0,0,1,0,2,0,0,3,0,0
"233",233,22,4,2016,5,"D3","ME.sp",9,9.33830311098998,0,0,0,15,0,0,0,0,0,0,0,0,0
"234",234,22,4,2016,5,"D4","ME.sp",9,1.69157102959991,0,0,0,15,2,0,0,0,0,0,0,0,0
"235",235,27,5,2020,7,"D5","ME.sp",9,255.319485423105,0,0,0,3,0,0,0,0,1,0,0,0,2
"236",236,21,4,2016,1,"E1","ME.sp",9,3.86869634065924,0,0,0,10,2,0,0,1,0,0,0,0,0
"237",237,21,4,2016,1,"F2","ME.sp",9,12.5954015390915,0,0,0,16,8,0,0,0,0,0,0,0,0
"238",238,27,5,2020,2,"C2","rare",9,410.275819103589,1,3,0,0,2,0,0,0,0,0,0,0,0
"239",239,6,10,2020,7,"B3","SASO",9,9,0,0,0,0,2,0,0,0,0,0,0,0,2
"240",240,6,10,2020,8,"D2","SASO",9,9,0,0,0,2,0,0,0,0,0,0,4,0,0
