"","parameter","mean","se_mean","sd","2.5%","10%","25%","50%","75%","90%","97.5%","n_eff","Rhat","model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic","neigh"
"33","density:spain_pdsi",0.00957064624643688,1.73837858248016e-05,0.000420756868780383,0.00880181983996554,0.00905222985374902,0.0092757621921342,0.00955877257729111,0.00984475224100179,0.0101163309196073,0.0104498861920848,585.832827040631,1.00020793016064,"interaction_stan_int",0,0,124687.392928254,395.589999619339,9.45577627206866,0.18304633292045,-249374.785856508,791.179999238677,"asteraceae"
"34","sigma...16",0.0677943521784105,6.57755567249079e-06,0.000147410411491245,0.0675226695905393,0.0676101726307673,0.0676951489618216,0.0677895334099374,0.0678881601842266,0.0679861550801219,0.0680897076139143,502.258449628756,1.00531566744635,"interaction_stan_int",0,0,124687.392928254,395.589999619339,9.45577627206866,0.18304633292045,-249374.785856508,791.179999238677,"asteraceae"
"35","mean_PPD...17",-0.140231606075233,7.49330982445777e-06,0.000309276510263711,-0.140799565853673,-0.140631756363673,-0.140444844769256,-0.140228984900053,-0.14002186082364,-0.139844382041504,-0.139627037221721,1703.51708407274,0.999454970936171,"interaction_stan_int",0,0,124687.392928254,395.589999619339,9.45577627206866,0.18304633292045,-249374.785856508,791.179999238677,"asteraceae"
"36","log-posterior...18",124687.053742326,0.0719260722804331,1.60053737474773,124683.103805701,124685.011695891,124686.151394017,124687.327116472,124688.281211896,124688.835999034,124689.189240741,495.1752730353,0.998326600686458,"interaction_stan_int",0,0,124687.392928254,395.589999619339,9.45577627206866,0.18304633292045,-249374.785856508,791.179999238677,"asteraceae"
"37","(Intercept)...1",-0.853579941028958,4.11687160042831e-05,0.00155166082814948,-0.856666135987124,-0.855558311247718,-0.854607474128482,-0.853601921189198,-0.852533977523758,-0.851587225038368,-0.850537539620554,1420.55792919419,0.998530582691729,"interaction_stan_0",-913.390955923039,47.436859250569,43585.2794764604,372.465211436921,9.78242934755524,0.354900503346353,-87170.5589529208,744.930422873842,"caryophyllaceae"
"38","density...2",-1.21946366088313,7.20389503451901e-05,0.00269054105073692,-1.22487234218238,-1.22280463791457,-1.22114825171971,-1.2195300899135,-1.2177286893231,-1.21602464239828,-1.21412269775985,1394.90455621873,0.998476185836043,"interaction_stan_0",-913.390955923039,47.436859250569,43585.2794764604,372.465211436921,9.78242934755524,0.354900503346353,-87170.5589529208,744.930422873842,"caryophyllaceae"
"39","sigma...3",0.111121328994191,1.79288323343378e-05,0.000324119200232853,0.110489266538233,0.110720981684489,0.110902205808108,0.111107002894313,0.111333461098331,0.111540525719106,0.111786314267874,326.817652036116,1.01580429882612,"interaction_stan_0",-913.390955923039,47.436859250569,43585.2794764604,372.465211436921,9.78242934755524,0.354900503346353,-87170.5589529208,744.930422873842,"caryophyllaceae"
"40","mean_PPD...4",-0.189063561094049,1.69418563844497e-05,0.000678204681525932,-0.190407760495065,-0.189939111706104,-0.189503614540039,-0.189065148315616,-0.188615994689025,-0.188196853233737,-0.187731527933626,1602.50566985004,1.00097218751397,"interaction_stan_0",-913.390955923039,47.436859250569,43585.2794764604,372.465211436921,9.78242934755524,0.354900503346353,-87170.5589529208,744.930422873842,"caryophyllaceae"
"41","log-posterior...5",43587.0261441473,0.056833407278481,1.26299058642423,43583.7350102005,43585.3451392508,43586.423133938,43587.3568414071,43587.9580746624,43588.284942681,43588.4500242338,493.847477576275,1.00860988468235,"interaction_stan_0",-913.390955923039,47.436859250569,43585.2794764604,372.465211436921,9.78242934755524,0.354900503346353,-87170.5589529208,744.930422873842,"caryophyllaceae"
"42","(Intercept)...6",-0.854515581336153,5.01888577490835e-05,0.00172587837201252,-0.85785436755298,-0.856718692074267,-0.855662014807279,-0.854501598465757,-0.853410816270401,-0.852235634125831,-0.851112896957311,1182.51252505479,1.00005761193365,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"43","density...7",-1.2206043100327,8.25254154226158e-05,0.00285721582634779,-1.22609570614141,-1.2241157369007,-1.22255256066295,-1.22064203163931,-1.21869153064004,-1.21688083583248,-1.21491799970964,1198.70041509331,1.00023613929958,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"44","spain_pdsi...8",-0.000250635734401152,6.23435607456952e-06,0.000216337183808027,-0.000655304014747842,-0.000526685946196432,-0.000392297287524291,-0.000253876238513127,-0.000107779401635141,3.3365059312804e-05,0.000181512088255704,1204.14597188726,1.00015699806788,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"45","sigma...9",0.111063723002936,1.76010261778762e-05,0.000314508571960457,0.110455672412435,0.110652678403092,0.110850453194582,0.111070067020108,0.111278352572131,0.111456440781599,0.111692216499396,319.29270461429,1.00405002655078,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"46","mean_PPD...10",-0.189088397505326,1.47761252613246e-05,0.000657681949055927,-0.190373712948102,-0.189926883598188,-0.189535143796438,-0.189089529018116,-0.188652088186705,-0.188263213375381,-0.187789500221673,1981.1196988511,0.99881600342479,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"47","log-posterior...11",43586.3787136562,0.0712570054100949,1.41421382996548,43582.6211637111,43584.6000393949,43585.7034045146,43586.6789257266,43587.4064348899,43587.8199005656,43588.0920310195,393.890064099714,1.01106084684018,"interaction_stan_psi",-913.114493051636,47.7106892298495,43585.5559393265,372.797732146988,9.75059928720332,0.338059078818544,-87171.1118786531,745.595464293975,"caryophyllaceae"
"48","(Intercept)...12",-0.74217624056,0.000147433430110964,0.00304173086848273,-0.748282802683543,-0.746060190452432,-0.744235940262812,-0.742128102706775,-0.740041879153505,-0.738342226600041,-0.736141608050937,425.647052996031,1.007746635096,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"49","density...13",-1.04530610699861,0.000234496060138354,0.00484044860763917,-1.0550362574008,-1.05150405459287,-1.04857806904884,-1.04523324839456,-1.04194141273576,-1.03910206700474,-1.0360553498599,426.088807404906,1.00811671964121,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"50","spain_pdsi...14",0.0428164815090452,5.35517822292833e-05,0.000995560571496032,0.0408377368349203,0.0415192436353718,0.0420885670111776,0.0428644994718576,0.0435335564008219,0.044099099083816,0.0446540438859709,345.610969902164,1.01106566165697,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"51","density:spain_pdsi",0.0695121851122402,8.36477514906896e-05,0.00157575325825759,0.0663423579452651,0.0674816025618025,0.0683423984993601,0.0695967945149416,0.0706691574707025,0.0715134065420779,0.0723736106804969,354.868854783001,1.01171225311848,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"52","sigma...16",0.109300821011154,1.46578577864463e-05,0.000327115544511158,0.108648753281673,0.108902969133699,0.109083895791276,0.109319545300915,0.10951363631512,0.109706663731625,0.109910869291658,498.036711678657,0.999040643341192,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"53","mean_PPD...17",-0.189129539723882,1.59627340968159e-05,0.000654416058817857,-0.190400305158735,-0.189952666550982,-0.189576597267461,-0.189132057035729,-0.188673560525197,-0.188309023994701,-0.187841990021901,1680.71214118642,0.999969350057277,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"54","log-posterior...18",44499.4520744459,0.0703603989426138,1.53501256322155,44495.7972825635,44497.3564615543,44498.6611790197,44499.7387223535,44500.5815639276,44501.0803445742,44501.5403645067,475.956521773285,1.0044102308808,"interaction_stan_int",0,0,44498.6704324007,371.822397228405,11.5448153764915,0.390263234028286,-88997.3408648014,743.644794456809,"caryophyllaceae"
"55","(Intercept)...1",-0.451901174982272,1.69331918798989e-05,0.000657740914056454,-0.453195673680047,-0.452718515395626,-0.452356987515694,-0.451912061200411,-0.451452103740681,-0.451057214395514,-0.450622091302083,1508.80132134738,0.999644807815063,"interaction_stan_0",-396.715117464931,39.9547882872668,66911.2107797084,469.826437414545,8.39050281363936,0.330145212552178,-133822.421559417,939.65287482909,"conspecific"
"56","density...2",-0.881111531228482,3.66452036186176e-05,0.00143116366856992,-0.883798434682286,-0.88292480484889,-0.882149472900526,-0.881126003709287,-0.880109284702968,-0.879283397125423,-0.878387401019494,1525.26156657407,0.999567354122529,"interaction_stan_0",-396.715117464931,39.9547882872668,66911.2107797084,469.826437414545,8.39050281363936,0.330145212552178,-133822.421559417,939.65287482909,"conspecific"
"57","sigma...3",0.131702398966782,1.68318270285218e-05,0.000288322315395154,0.131149590009677,0.131336843464184,0.131496025763475,0.131695100727813,0.131899838979037,0.132076437892656,0.132265657462536,293.422893147424,1.00705378154933,"interaction_stan_0",-396.715117464931,39.9547882872668,66911.2107797084,469.826437414545,8.39050281363936,0.330145212552178,-133822.421559417,939.65287482909,"conspecific"
"58","mean_PPD...4",-0.121307430350503,1.44811162024808e-05,0.000570871564489677,-0.122457895292066,-0.122059670630543,-0.121687981165013,-0.121305688422787,-0.1209194986642,-0.120571915912338,-0.120181918787979,1554.07775868808,0.999639465440387,"interaction_stan_0",-396.715117464931,39.9547882872668,66911.2107797084,469.826437414545,8.39050281363936,0.330145212552178,-133822.421559417,939.65287482909,"conspecific"
"59","log-posterior...5",66912.3060192127,0.0591821271508162,1.22405225861559,66909.2757017726,66910.6522382058,66911.7159568084,66912.6452769016,66913.1912482171,66913.5134544376,66913.7113076986,427.778327100027,1.00106013363149,"interaction_stan_0",-396.715117464931,39.9547882872668,66911.2107797084,469.826437414545,8.39050281363936,0.330145212552178,-133822.421559417,939.65287482909,"conspecific"
"60","(Intercept)...6",-0.450983717847435,1.49562309404051e-05,0.000666657240121199,-0.452265637768215,-0.451851471825334,-0.451433609981438,-0.450983628930996,-0.450509036824381,-0.450113712324574,-0.449723744922842,1986.83075996315,0.999219611391675,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"61","density...7",-0.880189067777285,3.3062560464566e-05,0.00139806854515819,-0.882846909019166,-0.882005364288025,-0.881116861486536,-0.880175346753158,-0.879248412502252,-0.878429714111328,-0.877386862514082,1788.06771707498,1.0005800411213,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"62","spain_pdsi...8",0.00140031358465499,3.95628282058943e-06,0.000157781699875765,0.00109541412058075,0.00119468636044009,0.00129095470573596,0.00140053000315283,0.00151226108908629,0.0016071140370349,0.0017011915315333,1590.51804579935,0.999814999536283,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"63","sigma...9",0.131647994376076,1.5142557657514e-05,0.000273784876907391,0.131128367609325,0.131290586485883,0.131459808264476,0.131637247990151,0.131847381118995,0.131998350651844,0.132189186320929,326.904153520444,1.00991351153946,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"64","mean_PPD...10",-0.121270834633571,1.38079575405035e-05,0.000576101101080101,-0.122361261287547,-0.122009460994186,-0.121653340025071,-0.121268569471372,-0.120882093024266,-0.120526491199831,-0.120105589699233,1740.75850096268,0.999610998948783,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"65","log-posterior...11",66951.4356358534,0.0655819218695738,1.36074977989,66947.7304001098,66949.7724200667,66950.8257316671,66951.6982391859,66952.3781181202,66952.8492979286,66953.1869804999,430.514979000066,1.00742353527559,"interaction_stan_psi",-356.793945238689,38.0220963469444,66951.131951955,469.31333427015,8.67088244535868,0.304243758430939,-133902.26390391,938.6266685403,"conspecific"
"66","(Intercept)...12",-0.445439374544875,1.77608051185893e-05,0.000672472562892817,-0.446855291256948,-0.446301480200975,-0.445890129212581,-0.445410171324963,-0.444997348870197,-0.444580230055618,-0.444168268226052,1433.58629791904,1.00036648317864,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"67","density...13",-0.868207997297041,3.59269727533238e-05,0.0014388424355734,-0.87098358455178,-0.870035327813667,-0.869148254386035,-0.868221653054645,-0.867237257162157,-0.866431659555825,-0.865271363481242,1603.92932077258,1.00016378098102,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"68","spain_pdsi...14",0.00822419409389539,1.32737060942665e-05,0.000298176162370347,0.00765970514582127,0.00785406554601907,0.00802043337699232,0.00822680173856372,0.00842777429282527,0.0086079321586092,0.00880453987347798,504.616500303174,1.00354730382647,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"69","density:spain_pdsi",0.0167644457156993,2.69441602130972e-05,0.000615343639727188,0.0155478517897947,0.0160032886383266,0.0163505197208767,0.0167519412345655,0.0171818922392588,0.0175667012995758,0.0179731891086953,521.562222965601,1.00365883233732,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"70","sigma...16",0.131204714306289,1.22972031636081e-05,0.000268708353873073,0.130645615084357,0.130871087582542,0.131035684672804,0.13120920132011,0.131391901416086,0.131543966678177,0.131721211544651,477.473904087897,1.00020672347206,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"71","mean_PPD...17",-0.121288868699491,1.42862046494246e-05,0.000576253419732337,-0.12245075047597,-0.122036818587088,-0.12167858253909,-0.121280125794852,-0.120904947727664,-0.120566153870953,-0.12019980045215,1627.02151995043,0.99967826350478,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"72","log-posterior...18",67308.1688503888,0.068253996798082,1.56436052344755,67304.3662553872,67306.0904272189,67307.3613562215,67308.4763775382,67309.2974718925,67309.8273314321,67310.2195169418,525.312240451943,1.00096632123653,"interaction_stan_int",0,0,67307.9258971917,461.967171192175,10.3547668467424,0.314371882211404,-134615.851794383,923.934342384351,"conspecific"
"73","(Intercept)...1",-0.781243655484216,0.000113986819720869,0.00436040970062616,-0.789912635587362,-0.786854363462784,-0.784032523139211,-0.781218053649703,-0.778324352739169,-0.775564918223463,-0.773077086902793,1463.34025794413,0.999054655492431,"interaction_stan_0",-7671.49324086633,69.9353406760434,-50770.2403860808,370.517261949161,5.87243242470691,0.0895911280399403,101540.480772162,741.034523898321,"fabaceae"
"74","density...2",-0.936147286989998,0.000216625039863891,0.00819536271042954,-0.952215439118964,-0.946748115400752,-0.941623754261797,-0.936109152128978,-0.930633388002715,-0.925592426819537,-0.920193323108916,1431.2616918027,0.999112731544275,"interaction_stan_0",-7671.49324086633,69.9353406760434,-50770.2403860808,370.517261949161,5.87243242470691,0.0895911280399403,101540.480772162,741.034523898321,"fabaceae"
"75","sigma...3",0.510457947472433,5.02743585614159e-05,0.0014020355880202,0.507669697822001,0.50868583275852,0.509516259010229,0.510417968848852,0.511442777977866,0.512288939025652,0.513134403264618,777.723099893177,1.00071851385501,"interaction_stan_0",-7671.49324086633,69.9353406760434,-50770.2403860808,370.517261949161,5.87243242470691,0.0895911280399403,101540.480772162,741.034523898321,"fabaceae"
"76","mean_PPD...4",-0.333542974291724,7.70733789205441e-05,0.00280070553779459,-0.339067885682711,-0.33733340058907,-0.335302018680199,-0.333523988791591,-0.331694827149618,-0.329934310871274,-0.328237247762971,1320.46259150473,1.00111501815841,"interaction_stan_0",-7671.49324086633,69.9353406760434,-50770.2403860808,370.517261949161,5.87243242470691,0.0895911280399403,101540.480772162,741.034523898321,"fabaceae"
"77","log-posterior...5",-50770.2055085338,0.0476856530956073,1.19877663905054,-50773.3070723611,-50771.8981918122,-50770.7512729429,-50769.9139531019,-50769.3125187909,-50768.9937077799,-50768.8135671853,631.97670776404,1.00506638607199,"interaction_stan_0",-7671.49324086633,69.9353406760434,-50770.2403860808,370.517261949161,5.87243242470691,0.0895911280399403,101540.480772162,741.034523898321,"fabaceae"
"78","(Intercept)...6",-0.587667514510298,9.5997215185984e-05,0.00435931104141074,-0.596053103292817,-0.593330429522051,-0.590589030371696,-0.587690718591961,-0.584705374064926,-0.582021338372271,-0.578866581018453,2062.141420833,0.99888429116941,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"79","density...7",-0.756839078085097,0.000158295635148223,0.0074780055174795,-0.771428312747708,-0.766218863079732,-0.761910053234342,-0.756924773996336,-0.751548054906569,-0.74759558582412,-0.742107435342843,2231.68905226767,0.998606543712947,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"80","spain_pdsi...8",0.0896160397665996,2.08884805264563e-05,0.000877275122870939,0.0878512036472277,0.0885224661775318,0.0890401372819414,0.0896295541319313,0.0901878165765679,0.0907098077299081,0.0913172983654212,1763.83489007413,0.99879361062409,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"81","sigma...9",0.476049035632063,4.52775508995346e-05,0.00129308384986944,0.473648916833553,0.474387196265622,0.475165792078852,0.476030788151074,0.476870609937886,0.477752508433314,0.478651279022717,815.619349331007,1.00012975793204,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"82","mean_PPD...10",-0.333548676541379,6.8771079897325e-05,0.00255113129025809,-0.338614842287062,-0.336719692527867,-0.335335238168148,-0.333540921137309,-0.331751061824318,-0.330382516436931,-0.328744789453434,1376.11247202787,0.999987033035975,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"83","log-posterior...11",-46025.6717090828,0.0497796624122405,1.35664324255652,-46029.1123265359,-46027.3942498174,-46026.3225478381,-46025.3861716292,-46024.658352569,-46024.2325630374,-46023.9445636732,742.723931710631,1.003265599828,"interaction_stan_psi",-2926.11635008964,49.6830851839516,-46024.8634952997,350.942642259172,6.06101123665011,0.0909214755375446,92049.7269905994,701.885284518343,"fabaceae"
"84","(Intercept)...12",-0.17617523153903,0.000349139988729333,0.00693920427653726,-0.188994624481667,-0.184757975018586,-0.18106199716146,-0.176322354997216,-0.171897330229172,-0.167460377483034,-0.161992522053786,395.020976085303,1.00140159050031,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"85","density...13",-0.0917810155870369,0.000569065888797442,0.0114004782610232,-0.113080372096834,-0.106023562238902,-0.0996200702717409,-0.091915145076489,-0.0845255083056655,-0.0771591283597593,-0.0684909609609269,401.347936245769,1.00208197198627,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"86","spain_pdsi...14",0.314799477266537,0.000165163356126972,0.00293673209049696,0.309272746927544,0.311099270412976,0.312791904450024,0.31482398052356,0.316572148174587,0.318614835123841,0.320500978589023,316.155877127413,1.0042556233225,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"87","density:spain_pdsi",0.389220491397023,0.000273065056524129,0.00487459927995431,0.380112033631932,0.383172593292048,0.385841732029972,0.38922096630909,0.392404547979289,0.395733042980384,0.398670629727653,318.67323113784,1.00516189271348,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"88","sigma...16",0.456062284396722,4.10688453184042e-05,0.00123939420629795,0.45367063261252,0.454492551950155,0.455228485050097,0.456076033724489,0.456871825852805,0.457639367570406,0.458587195291909,910.739007972922,1.00495226677919,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"89","mean_PPD...17",-0.33344684984202,7.09906994094291e-05,0.00249880197709579,-0.338373556481571,-0.336633089552124,-0.335127217327755,-0.333434941906054,-0.331790818835846,-0.330336624935226,-0.328433054799664,1238.96994667301,1.00212226865904,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"90","log-posterior...18",-43100.2306498522,0.0657132636292288,1.65446977822116,-43104.5716639845,-43102.429253576,-43101.0124424114,-43099.893390875,-43099.0435692861,-43098.4745458946,-43098.0838557898,633.886646782375,1.00341730691147,"interaction_stan_int",0,0,-43098.7471452106,321.615608857005,6.86462930556529,0.0903266549606884,86197.4942904211,643.231217714011,"fabaceae"
"91","(Intercept)...1",-0.334169821103218,0.000471837833745008,0.014765274572999,-0.363468465754545,-0.353011314460796,-0.343320871434316,-0.334051019971819,-0.324075559883189,-0.31519753732302,-0.305600052936903,979.258911142065,0.999119743061127,"interaction_stan_0",-9.60414576315618,1.38906183585676,6023.22874713668,272.077702851886,13.2487638337891,0.629661948607264,-12046.4574942734,544.155405703771,"frankeniaceae"
"92","density...2",-0.465978796384981,0.000669132241503945,0.0209377761741194,-0.50861605699422,-0.492462648632333,-0.478926855317214,-0.465824685531791,-0.451601263909444,-0.439588047264973,-0.425464432255446,979.122865586076,0.999031886421738,"interaction_stan_0",-9.60414576315618,1.38906183585676,6023.22874713668,272.077702851886,13.2487638337891,0.629661948607264,-12046.4574942734,544.155405703771,"frankeniaceae"
"93","sigma...3",0.173040092990578,3.4038220649814e-05,0.000845440064733209,0.171350799566001,0.17195796662787,0.172478988891677,0.173018329280965,0.173620758376826,0.174128949234694,0.174696587875402,616.924405474624,1.0034383189361,"interaction_stan_0",-9.60414576315618,1.38906183585676,6023.22874713668,272.077702851886,13.2487638337891,0.629661948607264,-12046.4574942734,544.155405703771,"frankeniaceae"
"94","mean_PPD...4",-0.00762481134316875,4.65600038796922e-05,0.00173693943875964,-0.0110087315231153,-0.00983504401312108,-0.00882736390012881,-0.00756826386205123,-0.00644446064791484,-0.00538694329791871,-0.00429234183471253,1391.69266088144,1.00142164702787,"interaction_stan_0",-9.60414576315618,1.38906183585676,6023.22874713668,272.077702851886,13.2487638337891,0.629661948607264,-12046.4574942734,544.155405703771,"frankeniaceae"
"95","log-posterior...5",6027.04774433968,0.0406473482074978,1.14129013931818,6024.44504427081,6025.46062378972,6026.50717133143,6027.34871139765,6027.89221703981,6028.16250659524,6028.34785867522,788.365651573855,1.00008585064014,"interaction_stan_0",-9.60414576315618,1.38906183585676,6023.22874713668,272.077702851886,13.2487638337891,0.629661948607264,-12046.4574942734,544.155405703771,"frankeniaceae"
"96","(Intercept)...6",-0.367101298835114,0.000558818694269941,0.0166728431147901,-0.399687339162656,-0.388603817218488,-0.378764780570136,-0.367132794536498,-0.355932436529094,-0.345550025254661,-0.333724748058838,890.179266686564,1.00321615537328,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"97","density...7",-0.511744008883624,0.000784106161095403,0.0236417760839644,-0.557648985469451,-0.541789772088591,-0.528336078671475,-0.511855263908672,-0.495663999124955,-0.481521025657804,-0.464083220580669,909.097506970303,1.00297307986481,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"98","spain_pdsi...8",0.00259160245470626,1.68404753838001e-05,0.000546495929840962,0.00148939920271516,0.00188668391670516,0.00224285620881373,0.0025929579979767,0.00294739553376514,0.00332176305473169,0.00360406686495772,1053.08922653571,1.00386167314487,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"99","sigma...9",0.172992194208276,3.54505505868401e-05,0.000927286687128433,0.171217749452862,0.17180019501832,0.172372852464726,0.172981561656872,0.173597924476944,0.17418148789464,0.174946846933547,684.198440866149,1.00042427897572,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"100","mean_PPD...10",-0.00768712025086436,4.5288985902001e-05,0.00180658916737729,-0.0112123362982395,-0.00997168904185558,-0.00889896297827636,-0.0077243997362193,-0.00643829583680108,-0.00535376432506884,-0.00421035830166882,1591.23239297599,0.999101029667428,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"101","log-posterior...11",6036.59142494266,0.0613759894795119,1.40860666716642,6033.15782409761,6034.70912209386,6035.86227122974,6036.90496487254,6037.6463264703,6038.08355463406,6038.3638586569,526.723222073786,1.0090653762633,"interaction_stan_psi",0,0,6032.8328929006,272.024504753204,14.9221883361668,0.729201855476999,-12065.6657858012,544.049009506409,"frankeniaceae"
"102","(Intercept)...12",-4.67385832180603,2.78441352716436,3.41190256521172,-7.33352228203921,-7.33352209567859,-7.33352185440473,-6.82893949225158,0.140886496256273,0.140886781762071,0.140886915080124,1.5015015015015,18680074.8284101,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"103","density...13",-6.67393493406027,4.41032075158599,5.40422050781628,-10.5783358229369,-10.5783350139751,-10.5783347502023,-10.4090838692249,0.965613890047489,0.965614292444589,0.965614478955525,1.5015015015015,24870502.866892,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"104","spain_pdsi...14",-4.38664581230617e-05,0.0856438953985077,0.104944406983426,-0.135394243939655,-0.13539424116636,-0.135394236880753,0.0150082550362823,0.120254368345239,0.120254396782907,0.120254423989694,1.50150150150151,10372090.3666635,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
