"","parameter","mean","se_mean","sd","2.5%","10%","25%","50%","75%","90%","97.5%","n_eff","Rhat","model","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic","neigh"
"105","density:spain_pdsi",0.0319140715752802,0.114549955400216,0.140364670284058,-0.122497852061566,-0.122497800505928,-0.122497707147516,0.00117834978708698,0.217061619328776,0.217061634182596,0.217061637719115,1.5015015015016,8082650.59094105,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"106","sigma...16",0.270803455978404,0.153801437389274,0.188461776283284,0.0386637656476432,0.0386670111754266,0.0386778552428229,0.273609766334013,0.500116039635969,0.500134914797668,0.500144360796039,1.50150150421912,51761.3773513923,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"107","mean_PPD...17",-0.00309013282558511,0.368375294203353,0.451396150915084,-0.567807845811548,-0.567536181586257,-0.567167934792262,0.0210348665889745,0.535730817335146,0.538309221466733,0.53995330144485,1.50153241300067,205.421319768398,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"108","log-posterior...18",26681962308.1849,29619515051.0013,36294504104.8868,482939101.53644,482957344.648198,482993801.454669,1573757041.78048,77967076359.152,78010813818.9449,78023911186.2708,1.5015017632503,5279.41417017412,"interaction_stan_int",-2748337.74772748,21188.4178196405,-2742304.91483398,21250.412313319,2712138.25419582,21186.1139140887,5484609.82966795,42500.824626638,"frankeniaceae"
"109","(Intercept)...1",-0.0023216903929705,9.32973580573104e-06,0.000324034668239998,-0.00296181946482812,-0.00272560205033091,-0.00253008427089415,-0.00232390800342887,-0.00211311184174493,-0.0019178814774055,-0.00166513548097199,1206.2692679853,1.00569469361757,"interaction_stan_0",-212.082144323022,20.2086754573066,113254.925545437,470.453740733145,9.4727535862026,0.3472225486766,-226509.851090874,940.90748146629,"gentianaceae"
"110","density...2",-0.0400399847009279,2.59851285346388e-05,0.000679176611568034,-0.041320262304377,-0.0409027296247501,-0.040527720600058,-0.040026164741428,-0.0395825600491482,-0.0391891397299736,-0.0386855471126419,683.149421789109,1.00967410900749,"interaction_stan_0",-212.082144323022,20.2086754573066,113254.925545437,470.453740733145,9.4727535862026,0.3472225486766,-226509.851090874,940.90748146629,"gentianaceae"
"111","sigma...3",0.0706438322361643,8.39963763031735e-06,0.000171741809202056,0.0703000245024598,0.0704140603480476,0.0705299744896029,0.0706524373606456,0.0707580308874086,0.0708650600744666,0.0709673905562395,418.052636031715,1.00093348394953,"interaction_stan_0",-212.082144323022,20.2086754573066,113254.925545437,470.453740733145,9.4727535862026,0.3472225486766,-226509.851090874,940.90748146629,"gentianaceae"
"112","mean_PPD...4",0.0115815204421733,7.95766503188261e-06,0.00033078273843611,0.0109570746060235,0.0111471166549671,0.0113523461895669,0.0115777855222763,0.0118109196451506,0.0120090927228969,0.0122407123782184,1727.88314524022,1.00125785243537,"interaction_stan_0",-212.082144323022,20.2086754573066,113254.925545437,470.453740733145,9.4727535862026,0.3472225486766,-226509.851090874,940.90748146629,"gentianaceae"
"113","log-posterior...5",113256.848862256,0.0520480832413267,1.21505802745592,113253.703987345,113255.267791078,113256.27012167,113257.16232761,113257.748254554,113258.065018291,113258.222393557,544.985009956518,1.00073392333598,"interaction_stan_0",-212.082144323022,20.2086754573066,113254.925545437,470.453740733145,9.4727535862026,0.3472225486766,-226509.851090874,940.90748146629,"gentianaceae"
"114","(Intercept)...6",-0.00297686035023663,1.33499564025306e-05,0.000411147926683673,-0.00383581828657967,-0.00350080495161477,-0.00324110949825411,-0.00297215927801183,-0.00270596802460459,-0.00246058878683784,-0.00218426551590756,948.498207106994,0.998979144996072,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"115","density...7",-0.0407269960186355,2.46418994269638e-05,0.000741885128905534,-0.0422206583970963,-0.0416527052761049,-0.0412124733331522,-0.0407043485182656,-0.0402084178733582,-0.0397637959009183,-0.0393528576490081,906.410588087218,0.998338418138712,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"116","spain_pdsi...8",-0.000324649104223199,3.87988426244714e-06,0.000112292912547359,-0.000538053107496051,-0.000468409806188627,-0.000398930236144005,-0.000331952593731544,-0.000251639160888504,-0.000183468529153524,-8.5227871662386e-05,837.658791988984,1.00133903421609,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"117","sigma...9",0.0706533739768476,8.56342705503496e-06,0.000173921196117084,0.0703367473788711,0.0704300711797045,0.0705333726505085,0.0706489250284977,0.0707739936121777,0.0708718361189534,0.0709964962543361,412.486578236602,1.00223395399946,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"118","mean_PPD...10",0.0115956346282436,8.06357177132854e-06,0.000324617100951794,0.0109654560175712,0.0111677957887928,0.0113735185913139,0.0116030189783164,0.0118158191858232,0.0120090346278422,0.0122144216828751,1620.64494202766,1.00053835215657,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"119","log-posterior...11",113259.91506767,0.0730898765089617,1.5387190718164,113256.086148523,113257.896939598,113259.247898578,113260.293262097,113260.974471188,113261.451586002,113261.765865256,443.204557106526,1.00297772785227,"interaction_stan_psi",-208.596159133915,20.8900437004604,113258.411530642,470.158838028108,10.5287924736007,0.368836850215366,-226516.823061284,940.317676056216,"gentianaceae"
"120","(Intercept)...12",0.0135288277169556,6.00287736237944e-05,0.000941232175328859,0.01182912869016,0.0123031569161722,0.0128452931952873,0.0135140242372854,0.0141923047845494,0.014763041047222,0.0154645916622231,245.852476757429,1.00701180968591,"interaction_stan_int",0,0,113467.007689766,472.626926440579,10.535546556526,0.330780626814335,-226934.015379532,945.253852881159,"gentianaceae"
"121","density...13",-0.0131959655923851,0.000104841244726681,0.00160124237749499,-0.0161219394394688,-0.0152148577422044,-0.0143663968794453,-0.0132432585690156,-0.0120665919985541,-0.0110527259339794,-0.0100566147399339,233.26512534084,1.00742554155821,"interaction_stan_int",0,0,113467.007689766,472.626926440579,10.535546556526,0.330780626814335,-226934.015379532,945.253852881159,"gentianaceae"
"122","spain_pdsi...14",0.00715197715500485,2.61648657155656e-05,0.000399183153453162,0.0064180228311576,0.00663357183419487,0.00687410224146712,0.00712777776526259,0.0074357810219642,0.00768874170568087,0.00793432360910949,232.759485735535,1.00675562852521,"interaction_stan_int",0,0,113467.007689766,472.626926440579,10.535546556526,0.330780626814335,-226934.015379532,945.253852881159,"gentianaceae"
"123","density:spain_pdsi",0.0133274111838494,4.47747512326627e-05,0.000679114101601039,0.012058559536103,0.0124420457868844,0.0128429714058067,0.0132903278106174,0.0138218051908428,0.0142675506451913,0.0145973566038348,230.048355952026,1.00503307681717,"interaction_stan_int",0,0,113467.007689766,472.626926440579,10.535546556526,0.330780626814335,-226934.015379532,945.253852881159,"gentianaceae"
