Project.ID,Plant.ID,species,sample.number,sla.mm2.mg,mean.seed.mass.mg,seed.notes,height.mm,width.longest.mm,width.90.from.longest.mm,leaf.area.mm2,leaf.wet.mass.mg,leaf.dry.mass.mg,aboverground.biomass.mg,number.buds,number.flowers,number.seeds,C13.plant.permill,delta.C13.discrimination.permill,C13.notes,root.dry.mass.mg,root.wet.mass.mg,root.volume.less.than.0.5mm.diameter.mm3,root.length.less.than.0.5mm.diameter.mm3,total.root.volume.cm3,total.root.length.cm,number.of.root.tips,root.length.per.volume.cm.m3,root.notes,stem.wet.mass.mg,stem.dry.mass.mg,stem.diameter.1.mm,stem.diameter.2.mm,stem.length
MAPS.2,1A.MEDI.45,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.109,Pentameris airoides,1,148.3379446,NA,,13,9,3,10.38365612,NA,0.07,NA,0,0,3,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.120,Pentameris airoides,1,75.57184759,NA,,71,67,18,20.40439885,NA,0.27,NA,0,1,26,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.18,Pentameris airoides,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.19,Pentameris airoides,1,52.99618752,NA,,31,4,2,13.24904688,NA,0.25,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.22,Pentameris airoides,1,56.99223835,NA,,32,10,4,13.10821482,NA,0.23,NA,0,1,6,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.23,Pentameris airoides,1,39.14737333,NA,,11,4,3,4.306211066,NA,0.11,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.42,Pentameris airoides,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.47,Pentameris airoides,1,31.6872135,NA,,23,5,3,2.53497708,NA,0.08,NA,0,1,6,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.55,Pentameris airoides,1,56.67751786,NA,,15,8,3,6.234526965,NA,0.11,NA,0,0,13,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.61,Pentameris airoides,1,46.87836404,NA,,13,4,2,5.156620044,NA,0.11,NA,0,0,3,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.62,Pentameris airoides,1,173.1512123,NA,,NA,NA,NA,5.194536368,NA,0.03,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.68,Pentameris airoides,1,95.87413317,NA,,58,15,12,11.50489598,NA,0.12,NA,0,1,20,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEAI.88,Pentameris airoides,1,71.52643665,NA,,65,46,22,28.61057466,NA,0.4,NA,0,1,40,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.1,Petrorhagia dubia,1,81.52009628,NA,,9,11,3,3.260803851,NA,0.04,NA,0,1,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.2,Petrorhagia dubia,1,14.86560633,NA,,31,8,2,2.67580914,NA,0.18,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.23,Petrorhagia dubia,1,55.21214448,NA,,66,32,3,16.0115219,NA,0.29,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.26,Petrorhagia dubia,1,NA,NA,,23,6,3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.3,Petrorhagia dubia,1,NA,NA,,32,21,9,NA,NA,NA,NA,0,0,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.33,Petrorhagia dubia,1,41.70795625,NA,,6,1,1,1.66831825,NA,0.04,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.PEDU.35,Petrorhagia dubia,1,34.39552235,NA,,4,1,1,1.375820894,NA,0.04,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.15,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.16,Podolepis aristata,1,16.98447104,NA,,159,320,30,106.3227887,NA,6.26,NA,5,0,30,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.17,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.18,Podolepis aristata,1,18.74591202,NA,,210,112,32,59.79945933,NA,3.19,NA,1,0,144,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.29,Podolepis aristata,1,17.56276988,NA,,85,69,12,42.67753081,NA,2.43,NA,0,0,15,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.31,Podolepis aristata,1,27.05165741,NA,,109,86,11,139.8570688,NA,5.17,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.35,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.51,Podolepis aristata,1,23.83197989,NA,,151,70,21,113.4402243,NA,4.76,NA,0,0,50,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.56,Podolepis aristata,1,23.40687346,NA,,NA,NA,NA,110.9485802,NA,4.74,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.57,Podolepis aristata,1,25.86777074,NA,,NA,NA,NA,317.397547,NA,12.27,NA,NA,NA,3,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.64,Podolepis aristata,1,12.71116652,NA,,149,67,11,134.7383651,NA,10.6,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.65,Podolepis aristata,1,15.1663572,NA,,185,95,41,476.6786069,NA,31.43,NA,3,1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.69,Podolepis aristata,1,16.48400371,NA,,186,95,44,177.69756,NA,10.78,NA,4,0,46,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.73,Podolepis aristata,1,16.20449369,NA,,232,144,15,298.000639,NA,18.39,NA,3,0,150,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.74,Podolepis aristata,1,20.95092926,NA,,191,81,33,107.6877764,NA,5.14,NA,2,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.POCA.82,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.1,Waitzia acuminata,1,22.66991792,NA,,151,34,18,49.19372189,NA,2.17,NA,1,1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.2,Waitzia acuminata,1,20.46509274,NA,,101,23,15,15.96277234,NA,0.78,NA,1,0,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.3,Waitzia acuminata,1,14.28567181,NA,,79,35,14,29.42848393,NA,2.06,NA,0,0,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.4,Waitzia acuminata,1,21.40419244,NA,,89,28,15,20.33398282,NA,0.95,NA,3,0,6,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.5,Waitzia acuminata,1,24.19422569,NA,,13,21,3,4.354960625,NA,0.18,NA,1,0,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.6,Waitzia acuminata,1,41.11878028,NA,,91,26,16,23.43770476,NA,0.57,NA,2,0,17,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1A.WAAC.7,Waitzia acuminata,1,38.16632159,NA,,30,6,2,9.923243614,NA,0.26,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.ARCA.1,Arctotheca calendula,1,23.86307429,NA,,62,60,21,246.5532836,NA,10.332,NA,1,0,29,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.BRPE.1,Brachyscome perpusilla,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.CAER.1,Calandrinia eremaea,1,28.87646125,NA,,47,6,2,33.49669505,NA,1.16,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2010.perenjori.1.12.Goodenia.berardiana,Goodenia berardiana,1,16.58346199,2.386042857,,22,NA,NA,7.661559439,NA,0.462,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.perenjori.1.1.Goodenia.berardiana,Goodenia berardiana,1,17.17768748,2.386042857,,165,40,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2010.stokes.2.1.Goodenia.berardiana,Goodenia berardiana,1,17.30901085,2.386042857,,73,NA,NA,90.23187356,NA,5.213,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.1,Hyalosperma glutinosum subsp glutinosum,1,56.86540239,NA,,71,40,8,5.00415541,NA,0.088,NA,1,1,16,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.10,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.2,Hyalosperma glutinosum subsp glutinosum,1,55.61326241,NA,,72,41,3,6.673591489,NA,0.12,NA,0,2,13,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.3,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.4,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.5,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.6,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.7,Hyalosperma glutinosum subsp glutinosum,1,NA,NA,,23,13,4,NA,NA,NA,NA,0,1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.HYGL.9,Hyalosperma glutinosum subsp glutinosum,1,60.14182036,NA,,45,130,8,6.73588388,NA,0.112,NA,2,1,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.LADA.1,Lawrencella rosea,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.1,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.10,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.11,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.12,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.13,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.14,Medicago sp ,1,22.25271198,NA,,NA,NA,NA,72.94438986,NA,3.278,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.15,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.16,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.17,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.18,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.2,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.20,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.28,Medicago sp ,1,28.85388631,NA,,22,18,3,18.87044165,NA,0.654,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.3,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.30,Medicago sp ,1,49.24686408,NA,,31,12,3,18.81230208,NA,0.382,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.31,Medicago sp ,1,45.98824842,NA,,59,26,3,46.6320839,NA,1.014,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.32,Medicago sp ,1,NA,NA,,79,6,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.33,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.34,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.35,Medicago sp ,1,22.00269249,NA,,101,21,3,47.65783194,NA,2.166,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.38,Medicago sp ,1,37.68305135,NA,,45,4,2,47.81979216,NA,1.269,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.4,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.43,Medicago sp ,1,18.22629218,NA,,21,5,4,31.82310615,NA,1.746,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.47,Medicago sp ,1,32.49586398,NA,,51,6,3,38.99503677,NA,1.2,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.5,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.52,Medicago sp ,1,30.78529514,NA,,58,20,12,51.71929583,NA,1.68,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.53,Medicago sp ,1,NA,NA,,102,35,12,NA,NA,NA,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.6,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.61,Medicago sp ,1,51.8052442,NA,,75,9,3,51.18358127,NA,0.988,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.7,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.8,Medicago sp ,1,41.71532491,NA,,101,NA,NA,18.52160426,NA,0.444,NA,0,0,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.MEDI.9,Medicago sp ,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.148,Pentameris airoides,1,54.55607794,NA,,74,12,6,13.52990733,NA,0.248,NA,0,1,26,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.151,Pentameris airoides,1,69.37856246,NA,,31,5,2,8.74169887,NA,0.126,NA,0,1,5,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.158,Pentameris airoides,1,42.05393485,NA,,75,41,12,6.644521707,NA,0.158,NA,0,1,24,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.162,Pentameris airoides,1,137.232025,NA,,121,10,2,6.038209101,NA,0.044,NA,1,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.188,Pentameris airoides,1,42.37479827,NA,,86,18,10,11.01744755,NA,0.26,NA,0,1,33,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.192,Pentameris airoides,1,66.84282807,NA,,25,8,2,6.283225839,NA,0.094,NA,0,1,6,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.193,Pentameris airoides,1,155.7309775,NA,,12,3,2,3.426081505,NA,0.022,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.194,Pentameris airoides,1,136.7940906,NA,,27,11,10,6.839704532,NA,0.05,NA,0,1,16,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.326,Pentameris airoides,1,44.41394236,NA,,85,56,18,17.32143752,NA,0.39,NA,0,1,54,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.337,Pentameris airoides,1,48.71173369,NA,,67,35,17,26.49918313,NA,0.544,NA,0,1,32,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.344,Pentameris airoides,1,84.68798871,NA,,12,21,4,7.113791052,NA,0.084,NA,0,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.370,Pentameris airoides,1,50.342634,NA,,62,18,13,20.1370536,NA,0.4,NA,0,1,30,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.371,Pentameris airoides,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.422,Pentameris airoides,1,33.20373205,NA,,48,15,3,7.304821051,NA,0.22,NA,0,1,32,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.PEAI.500,Pentameris airoides,1,50.91057141,NA,,140,61,25,5.498341712,NA,0.108,NA,0,2,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.1,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.11,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.12,Podolepis aristata,1,24.65298339,NA,,90,50,3,156.2999147,NA,6.34,NA,2,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.13,Podolepis aristata,1,17.40277599,NA,,NA,NA,NA,210.7476172,NA,12.11,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.15,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.16,Podolepis aristata,1,20.67550059,NA,,139,91,56,443.6962426,NA,21.46,NA,2,0,113,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.17,Podolepis aristata,1,18.40591839,NA,,NA,NA,NA,185.5316574,NA,10.08,NA,5,0,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.18,Podolepis aristata,1,22.91548158,NA,,106,60,21,121.910362,NA,5.32,NA,2,0,0,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.19,Podolepis aristata,1,19.92401839,NA,,109,98,24,52.00168801,NA,2.61,NA,1,0,38,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.2,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.21,Podolepis aristata,1,19.40786457,NA,,NA,NA,NA,232.1180602,NA,11.96,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.22,Podolepis aristata,1,16.24324038,NA,,141,94,21,55.71431451,NA,3.43,NA,2,0,13,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.24,Podolepis aristata,1,17.84056842,NA,,128,60,35,107.2218162,NA,6.01,NA,3,0,8,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.28,Podolepis aristata,1,9.33314168,NA,,301,71,10,86.79821762,NA,9.3,NA,1,3,113,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
MAPS.2,1B.POCA.3,Podolepis aristata,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
