Project.ID,Plant.ID,species,sample.number,sla.mm2.mg,mean.seed.mass.mg,seed.notes,height.mm,width.longest.mm,width.90.from.longest.mm,leaf.area.mm2,leaf.wet.mass.mg,leaf.dry.mass.mg,aboverground.biomass.mg,number.buds,number.flowers,number.seeds,C13.plant.permill,delta.C13.discrimination.permill,C13.notes,root.dry.mass.mg,root.wet.mass.mg,root.volume.less.than.0.5mm.diameter.mm3,root.length.less.than.0.5mm.diameter.mm3,total.root.volume.cm3,total.root.length.cm,number.of.root.tips,root.length.per.volume.cm.m3,root.notes,stem.wet.mass.mg,stem.dry.mass.mg,stem.diameter.1.mm,stem.diameter.2.mm,stem.length
SURV.1,2011.mn10.5.4.Trachymene.ornata,Trachymene ornata,1,NA,1.68171,,205,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.4.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,170,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,240,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Avena.barbata,Avena barbata,1,37.51668892,11.28538274,,360,NA,NA,112.4,NA,2.996,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,NA,0.37042,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,5,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Lawrencella.rosea,Lawrencella rosea,1,NA,1.278262835,,105,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Lobelia.gibbosa,Lobelia gibbosa,1,72.81519507,0.01,,40,NA,NA,35.461,NA,0.487,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Millotia.myosotidifolia,Millotia myosotidifolia,1,NA,0.11897,,55,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Rytidosperma.caespitosum,Rytidosperma caespitosum,1,NA,0.72,,240,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Ursinia.anthemoides,Ursinia anthemoides,1,NA,1.420625763,,155,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,85,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.5.Waitzia.acuminata,Waitzia acuminata,1,34.75182714,0.081320335,,195,NA,NA,109.364,NA,3.147,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,370,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,NA,0.37042,,175,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,5,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Lawrencella.rosea,Lawrencella rosea,1,NA,1.278262835,,170,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Lobelia.gibbosa,Lobelia gibbosa,1,NA,0.01,,120,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Millotia.myosotidifolia,Millotia myosotidifolia,1,NA,0.11897,,45,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Rhodanthe.laevis,Rhodanthe laevis,1,NA,0.04108,,150,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Rhyncharrhena.linearis,Rhyncharrhena linearis,1,23.7717246,NA,,180,NA,NA,71.125,NA,2.992,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Trachymene.ornata,Trachymene ornata,1,29.54420432,1.68171,,150,NA,NA,30.076,NA,1.018,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.6.Waitzia.acuminata,Waitzia acuminata,1,27.24465475,0.081320335,,175,NA,NA,77.729,NA,2.853,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.7.Avena.barbata,Avena barbata,1,NA,11.28538274,,700,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.7.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,620,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.7.Erodium.cygnorum,Erodium cygnorum,1,41.80534544,6.356784994,,370,NA,NA,165.8,NA,3.966,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.7.Hordeum.leporinum,Hordeum leporinum,1,NA,5.140121777,,480,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.7.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,350,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Avena.barbata,Avena barbata,1,NA,11.28538274,,160,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Cheilanthes.austrotenuifolia,Cheilanthes austrotenuifolia,1,NA,NA,,140,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Erodium.cygnorum,Erodium cygnorum,1,NA,6.356784994,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,NA,0.37042,,190,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,60,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Lawrencella.rosea,Lawrencella rosea,1,NA,1.278262835,,115,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Lobelia.gibbosa,Lobelia gibbosa,1,NA,0.01,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Millotia.myosotidifolia,Millotia myosotidifolia,1,NA,0.11897,,45,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Monoculus.monstrosus,Monoculus monstrosus,1,NA,7.047841667,,170,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Phyllangium.sulcatum,Phyllangium sulcatum,1,NA,0.061341389,,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Schoenia.cassiniana,Schoenia cassiniana,1,24.44120505,2.345609464,,300,NA,NA,251.5,NA,10.29,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Trachymene.ornata,Trachymene ornata,1,42.01078293,1.68171,,225,NA,NA,89.60899999,NA,2.133,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.8.Waitzia.acuminata,Waitzia acuminata,1,22.99503311,0.081320335,,270,NA,NA,55.55599999,NA,2.416,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,290,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Calandrinia.eremaea,Calandrinia eremaea,1,48.65796345,0.076058968,,30,NA,NA,18.636,NA,0.383,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Gonocarpus.nodulosus,Gonocarpus nodulosus,1,NA,0.37042,,175,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Hydrocotyle.pilifera,Hydrocotyle pilifera,1,NA,0.187539597,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Hypochaeris.glabra,Hypochaeris glabra,1,NA,0.41599678,,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Lawrencella.rosea,Lawrencella rosea,1,NA,1.278262835,,220,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Lobelia.gibbosa,Lobelia gibbosa,1,NA,0.01,,85,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Millotia.myosotidifolia,Millotia myosotidifolia,1,NA,0.11897,,45,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Monoculus.monstrosus,Monoculus monstrosus,1,NA,7.047841667,,205,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Phyllangium.sulcatum,Phyllangium sulcatum,1,NA,0.061341389,,95,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Rhodanthe.laevis,Rhodanthe laevis,1,NA,0.04108,,85,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Trachymene.ornata,Trachymene ornata,1,NA,1.68171,,190,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Wahlenbergia.gracilenta,Wahlenbergia gracilenta,1,NA,0.007774194,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.5.9.Waitzia.acuminata,Waitzia acuminata,1,NA,0.081320335,,230,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Actinobole.uliginosum,Actinobole uliginosum,1,NA,0.047131865,,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Arctotheca.calendula,Arctotheca calendula,1,NA,1.116985,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Arthropodium.dyeri,Arthropodium dyeri,1,NA,0.177255556,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,200,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Bromus.rubens,Bromus rubens,1,NA,1.143358079,,105,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Calandrinia.eremaea,Calandrinia eremaea,1,66.88741722,0.076058968,,45,NA,NA,40.4,NA,0.604,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Cotula.bipinnata,Cotula bipinnata,1,28.07482993,NA,,185,NA,NA,16.508,NA,0.588,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Enchylaena.tomentosa,Enchylaena tomentosa,1,14.7745975,2.298,,NA,NA,NA,8.259000003,NA,0.559,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Hordeum.leporinum,Hordeum leporinum,1,NA,5.140121777,,210,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Mesembryanthemum.crystallinum,Mesembryanthemum crystallinum,1,NA,0.104398557,,30,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Millotia.myosotidifolia,Millotia myosotidifolia,1,NA,0.11897,,75,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.1.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,130,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Arctotheca.calendula,Arctotheca calendula,1,NA,1.116985,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,160,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,110,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Bromus.rubens,Bromus rubens,1,NA,1.143358079,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,40,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Enchylaena.tomentosa,Enchylaena tomentosa,1,15.42654867,2.298,,35,NA,NA,17.432,NA,1.13,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Medicago.minima,Medicago minima,1,NA,1.058333333,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Medicago.polymorpha,Medicago polymorpha,1,NA,3.37545,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Monoculus.monstrosus,Monoculus monstrosus,1,NA,7.047841667,,185,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Senecio.glossanthus,Senecio glossanthus,1,NA,0.282210278,,225,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Trachymene.cyanopetala,Trachymene cyanopetala,1,NA,2.4263,,110,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.10.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,175,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Arthropodium.dyeri,Arthropodium dyeri,1,NA,0.177255556,,150,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Austrostipa.elegantissima,Austrostipa elegantissima,1,NA,1.555980008,,295,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Bromus.rubens,Bromus rubens,1,NA,1.143358079,,100,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,50,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,40,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Lolium.perenne,Lolium perenne,1,NA,2.00387,,250,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Medicago.minima,Medicago minima,1,NA,1.058333333,,80,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Medicago.polymorpha,Medicago polymorpha,1,NA,3.37545,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Ptilotus.spathulatus,Ptilotus spathulatus,1,18.24502618,NA,,15,NA,NA,139.392,NA,7.64,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.11.Senecio.glossanthus,Senecio glossanthus,1,NA,0.282210278,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Bromus.rubens,Bromus rubens,1,NA,1.143358079,,125,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Calandrinia.eremaea,Calandrinia eremaea,1,62.27465215,0.076058968,,60,NA,NA,102.94,NA,1.653,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Cotula.bipinnata,Cotula bipinnata,1,NA,NA,,105,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Crassula.colorata,Crassula colorata,1,NA,0.005954861,,35,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Medicago.polymorpha,Medicago polymorpha,1,NA,3.37545,,95,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Pentameris.airoides,Pentameris airoides,1,NA,0.050803484,,125,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Rytidosperma.caespitosum,Rytidosperma caespitosum,1,NA,0.72,,155,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Senecio.glossanthus,Senecio glossanthus,1,NA,0.282210278,,215,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.12.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,135,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,205,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Bromus.rubens,Bromus rubens,1,NA,1.143358079,,120,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Calandrinia.eremaea,Calandrinia eremaea,1,NA,0.076058968,,15,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Hordeum.leporinum,Hordeum leporinum,1,NA,5.140121777,,155,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Medicago.polymorpha,Medicago polymorpha,1,NA,3.37545,,90,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Senecio.glossanthus,Senecio glossanthus,1,NA,0.282210278,,230,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.13.Vulpia.myuros,Vulpia myuros,1,NA,0.27818,,140,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
SURV.1,2011.mn10.6.14.Brassica.tournefortii,Brassica tournefortii,1,NA,1.31666,,40,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
