unique_id,seed,focal,code,site,treatment
BO_OP_5_279_HYGL,1,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_284_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_288_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_290_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_296_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_304_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_308_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_318_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_324_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_329_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_331_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_338_HYGL,13,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_341_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_342_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_359_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_5_4_ERCY,2,Erodium cyngnorum,ERCY,BO,OP
BO_OP_5_6_ERCY,0,Erodium cyngnorum,ERCY,BO,OP
BO_OP_5_12_ERCY,2,Erodium cyngnorum,ERCY,BO,OP
BO_OP_5_1_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_26_BRPE,16,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_13_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_30_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_14_BRPE,7,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_15_BRPE,13,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_4_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_5_BRPE,16,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_6_BRPE,7,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_3_BRPE,9,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_2_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_8_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_9_BRPE,9,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_10_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_11_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_12_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_7_BRPE,10,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_16_BRPE,12,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_22_BRPE,8,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_23_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_33_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_24_BRPE,7,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_32_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_17_BRPE,10,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_31_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_21_BRPE,5,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_18_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_20_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_19_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_25_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_5_1_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_5_3_TROR,2,Trachymene ornata,TROR,BO,OP
BO_OP_5_1_PLDE,15,Plantago debilis,PLDE,BO,OP
BO_OP_5_1_LARO,6,Lawrencella rosea,LARO,BO,OP
BO_OP_5_1_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_5_2_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_5_3_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_5_1_POAR,0,Podolepis aristata,POAR,BO,OP
BO_OP_5_2_POAR,0,Podolepis aristata,POAR,BO,OP
BO_OP_5_3_POAR,0,Podolepis aristata,POAR,BO,OP
BO_OP_5_1_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_2_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_3_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_4_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_5_POLE,7,Podolepis lessonii,POLE,BO,OP
BO_OP_5_6_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_7_POLE,3,Podolepis lessonii,POLE,BO,OP
BO_OP_5_8_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_9_POLE,12,Podolepis lessonii,POLE,BO,OP
BO_OP_5_10_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_11_POLE,11,Podolepis lessonii,POLE,BO,OP
BO_OP_5_12_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_13_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_14_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_15_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_16_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_17_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_18_POLE,10,Podolepis lessonii,POLE,BO,OP
BO_OP_5_19_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_20_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_21_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_22_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_23_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_24_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_26_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_27_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_28_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_29_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_31_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_32_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_33_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e1_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e2_POLE,5,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e3_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e4_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e5_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e6_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e7_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_5_e8_POLE,11,Podolepis lessonii,POLE,BO,OP
BO_OP_6_8_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_16_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_18_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_19_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_21_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_25_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_35_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_37_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_38_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_41_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_42_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_46_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_47_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_52_HYGL,1,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_54_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_55_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_57_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_58_HYGL,13,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_59_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_62_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_68_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_70_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_72_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_81_HYGL,17,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_83_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_86_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_90_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_92_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_99_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_105_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_107_HYGL,11,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_113_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_114_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_117_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_120_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_121_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_126_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_129_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_130_HYGL,12,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_136_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_138_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_139_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_140_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_144_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_146_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_147_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_151_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_162_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_169_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_171_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_179_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_182_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_190_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_196_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_203_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_204_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_223_HYGL,1,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_231_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_233_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_234_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_251_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_252_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_253_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_254_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_264_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_267_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_269_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_272_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_274_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_296_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_297_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_300_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_304_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_306_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_311_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_312_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_313_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_314_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_331_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_347_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_6_1_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_6_4_ERCY,1,Erodium cyngnorum,ERCY,BO,OP
BO_OP_6_5_ERCY,2,Erodium cyngnorum,ERCY,BO,OP
BO_OP_6_7_BRPE,6,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_9_BRPE,10,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_15_BRPE,1,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_17_BRPE,9,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_19_BRPE,8,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_20_BRPE,7,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_34_BRPE,3,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_6_1_LARO,1,Lawrencella rosea,LARO,BO,OP
BO_OP_6_3_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_6_7_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_6_7_ERCY,1,Erodium cyngnorum,ERCY,BO,OP
BO_OP_6_8_ERCY,2,Erodium cyngnorum,ERCY,BO,OP
BO_OP_6_2_POAR,9,Podolepis aristata,POAR,BO,OP
BO_OP_6_3_POAR,0,Podolepis aristata,POAR,BO,OP
BO_OP_6_3_POLE,30,Podolepis lessonii,POLE,BO,OP
BO_OP_6_8_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_10_POLE,2,Podolepis lessonii,POLE,BO,OP
BO_OP_6_11_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_12_POLE,29,Podolepis lessonii,POLE,BO,OP
BO_OP_6_14_POLE,1,Podolepis lessonii,POLE,BO,OP
BO_OP_6_16_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_17_POLE,21,Podolepis lessonii,POLE,BO,OP
BO_OP_6_18_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_19_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_20_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_21_POLE,12,Podolepis lessonii,POLE,BO,OP
BO_OP_6_22_POLE,4,Podolepis lessonii,POLE,BO,OP
BO_OP_6_33_POLE,14,Podolepis lessonii,POLE,BO,OP
BO_OP_6_34_POLE,12,Podolepis lessonii,POLE,BO,OP
BO_OP_6_36_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_40_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_46_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_47_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_49_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_55_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_58_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_59_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_60_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_65_POLE,20,Podolepis lessonii,POLE,BO,OP
BO_OP_6_66_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_e1_POLE,9,Podolepis lessonii,POLE,BO,OP
BO_OP_6_e2_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_6_e3_POLE,6,Podolepis lessonii,POLE,BO,OP
BO_OP_7_4_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_5_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_8_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_21_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_24_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_30_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_37_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_38_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_42_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_44_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_47_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_54_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_57_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_60_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_66_HYGL,1,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_71_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_81_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_87_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_88_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_89_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_96_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_98_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_121_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_122_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_128_HYGL,1,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_129_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_134_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_135_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_143_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_148_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_164_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_165_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_168_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_169_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_175_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_176_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_180_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_196_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_199_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_206_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_210_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_216_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_221_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_225_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_229_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_230_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_236_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_243_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_249_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_250_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_254_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_255_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_258_HYGL,0,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_260_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_262_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_264_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_275_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_279_HYGL,8,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_280_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_286_HYGL,7,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_288_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_292_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_293_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_294_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_302_HYGL,12,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_303_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_306_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_308_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_319_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_321_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_326_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_7_4_ERCY,3,Erodium cyngnorum,ERCY,BO,OP
BO_OP_7_6_ERCY,1,Erodium cyngnorum,ERCY,BO,OP
BO_OP_7_11_ERCY,0,Erodium cyngnorum,ERCY,BO,OP
BO_OP_7_12_ERCY,0,Erodium cyngnorum,ERCY,BO,OP
BO_OP_7_13_ERCY,0,Erodium cyngnorum,ERCY,BO,OP
BO_OP_7_2_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_3_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_6_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_15_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_18_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_22_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_24_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_25_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_26_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_27_TRCY,2,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_28_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_29_TRCY,10,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_30_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_31_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_32_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_33_TRCY,6,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_34_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_35_TRCY,4,Trachymene cyanopetala,TRCY,BO,OP
BO_OP_7_6_BRPE,4,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_7_7_BRPE,10,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_7_8_BRPE,12,Brachyscome perpusilla,BRPE,BO,OP
BO_OP_7_1_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_3_WAAC,13,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_5_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_6_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_7_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_8_WAAC,3,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_e1_WAAC,0,Waitzia acuminata,WAAC,BO,OP
BO_OP_7_2_POAR,5,Podolepis aristata,POAR,BO,OP
BO_OP_7_5_POAR,10,Podolepis aristata,POAR,BO,OP
BO_OP_7_6_POAR,0,Podolepis aristata,POAR,BO,OP
BO_OP_7_1_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_2_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_3_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_4_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_6_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_9_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_11_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_12_POLE,1,Podolepis lessonii,POLE,BO,OP
BO_OP_7_13_POLE,8,Podolepis lessonii,POLE,BO,OP
BO_OP_7_14_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_15_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_e1_POLE,18,Podolepis lessonii,POLE,BO,OP
BO_OP_7_e2_POLE,0,Podolepis lessonii,POLE,BO,OP
BO_OP_7_e3_POLE,2,Podolepis lessonii,POLE,BO,OP
BO_OP_8_21_HYGL,4,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_23_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_38_HYGL,6,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_45_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_53_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_63_HYGL,9,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_66_HYGL,10,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_68_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_79_HYGL,3,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_80_HYGL,5,Hyalosperma glutinosum,HYGL,BO,OP
BO_OP_8_83_HYGL,2,Hyalosperma glutinosum,HYGL,BO,OP
