reserve,trt.comp,trt.water,plot,quadrant,focal,flower,seed
Perenjori,M,D,PHT2.M.D,2,T,40.5,81
Perenjori,M,D,PHT2.M.D,3,H,2,NA
Perenjori,M,D,PHT2.M.D,4,T,36,72
Perenjori,M,W,PHT2.M.W,1,H,4,NA
Perenjori,M,W,PHT2.M.W,2,T,13.5,27
Perenjori,M,W,PHT2.M.W,3,T,4.5,9
Perenjori,M,W,PHT2.M.W,4,H,3,NA
Perenjori,N,D,PHT2.N.D,1,H,4,NA
Perenjori,N,D,PHT2.N.D,2,T,18,36
Perenjori,N,D,PHT2.N.D,3,H,3,NA
Perenjori,N,D,PHT2.N.D,4,T,22.5,45
Perenjori,N,W,PHT2.N.W,4,T,45,90
Perenjori,S,D,PHT2.S.D,1,H,3,NA
Perenjori,S,D,PHT2.S.D,4,H,2,NA
Perenjori,S,W,PHT2.S.W,1,T,13.5,27
Perenjori,S,W,PHT2.S.W,4,H,3,NA
Perenjori,C,D,PHT3.C.D,1,H,5,NA
Perenjori,C,D,PHT3.C.D,4,H,2,NA
Perenjori,C,W,PHT3.C.W,2,T,9,18
Perenjori,C,W,PHT3.C.W,3,H,3,NA
Perenjori,E,D,PHT3.E.D,1,H,5,NA
Perenjori,E,D,PHT3.E.D,2,T,36,72
Perenjori,E,D,PHT3.E.D,3,H,3,54
Perenjori,E,D,PHT3.E.D,4,T,36,72
Perenjori,E,W,PHT3.E.W,3,H,3,NA
Perenjori,E,W,PHT3.E.W,4,H,3,0
Perenjori,M,D,PHT3.M.D,1,T,22.5,45
Perenjori,M,D,PHT3.M.D,2,T,54,108
Perenjori,M,D,PHT3.M.D,3,H,3,69
Perenjori,M,D,PHT3.M.D,4,H,4,NA
Perenjori,M,W,PHT3.M.W,1,T,0,0
Perenjori,M,W,PHT3.M.W,2,T,9,18
Perenjori,M,W,PHT3.M.W,3,H,6,260
Perenjori,M,W,PHT3.M.W,4,H,3,0
Perenjori,N,D,PHT3.N.D,1,H,3,NA
Perenjori,N,D,PHT3.N.D,2,T,27,54
Perenjori,N,D,PHT3.N.D,3,H,3,NA
Perenjori,N,D,PHT3.N.D,4,T,9,18
Perenjori,N,W,PHT3.N.W,1,H,3,NA
Perenjori,N,W,PHT3.N.W,2,H,4,NA
Perenjori,N,W,PHT3.N.W,3,T,36,72
Perenjori,N,W,PHT3.N.W,4,T,31.5,63
Perenjori,S,D,PHT3.S.D,1,T,31.5,63
Perenjori,S,D,PHT3.S.D,2,H,8,136
Perenjori,S,W,PHT3.S.W,2,H,6,96
Perenjori,S,W,PHT3.S.W,3,T,81,162
Perenjori,S,W,PHT3.S.W,4,H,4,120
Perenjori,C,D,PHT4.C.D,1,H,5,NA
Perenjori,C,D,PHT4.C.D,3,H,4,79
Perenjori,E,D,PHT4.E.D,1,H,2,NA
Perenjori,E,D,PHT4.E.D,4,H,4,0
Perenjori,E,W,PHT4.E.W,1,H,3,93
Perenjori,E,W,PHT4.E.W,2,T,45,90
Perenjori,E,W,PHT4.E.W,3,H,11,258
Perenjori,E,W,PHT4.E.W,4,T,45,90
Perenjori,M,D,PHT4.M.D,1,T,22.5,45
Perenjori,M,D,PHT4.M.D,2,H,2,0
Perenjori,M,D,PHT4.M.D,3,H,4,0
Perenjori,M,D,PHT4.M.D,4,T,4.5,9
Perenjori,M,W,PHT4.M.W,1,H,5,52
Perenjori,M,W,PHT4.M.W,3,H,2,NA
Perenjori,M,W,PHT4.M.W,4,T,18,36
Perenjori,N,D,PHT4.N.D,1,H,1,8
Perenjori,N,D,PHT4.N.D,3,H,3,0
Perenjori,N,W,PHT4.N.W,1,T,27,54
Perenjori,N,W,PHT4.N.W,2,H,4,35
Perenjori,N,W,PHT4.N.W,3,T,27,54
Perenjori,N,W,PHT4.N.W,4,H,2,NA
Perenjori,S,D,PHT4.S.D,1,H,6,NA
Perenjori,S,D,PHT4.S.D,2,H,4,86
Perenjori,S,D,PHT4.S.D,3,T,22.5,45
Perenjori,S,W,PHT4.S.W,1,H,6,32
Perenjori,S,W,PHT4.S.W,2,T,27,54
Perenjori,S,W,PHT4.S.W,3,T,27,54
Perenjori,S,W,PHT4.S.W,4,H,6,122
Perenjori,C,D,PHW1.C.D,1,H,4,NA
Perenjori,C,D,PHW1.C.D,2,W,6,120
Perenjori,C,D,PHW1.C.D,3,H,4,NA
Perenjori,C,D,PHW1.C.D,4,W,11,110
Perenjori,C,W,PHW1.C.W,1,W,4,NA
Perenjori,C,W,PHW1.C.W,2,W,2,54
Perenjori,C,W,PHW1.C.W,3,H,4,0
Perenjori,C,W,PHW1.C.W,4,H,1,0
Perenjori,E,D,PHW1.E.D,1,W,10,144
Perenjori,E,D,PHW1.E.D,2,W,6,327
Perenjori,E,D,PHW1.E.D,3,H,6,78
Perenjori,E,D,PHW1.E.D,4,H,7,30
Perenjori,E,W,PHW1.E.W,1,W,10,NA
Perenjori,E,W,PHW1.E.W,4,W,2,82
Perenjori,M,D,PHW1.M.D,1,W,6,160
Perenjori,M,D,PHW1.M.D,2,H,1,NA
Perenjori,M,D,PHW1.M.D,3,W,3,24
Perenjori,M,D,PHW1.M.D,4,H,2,36
Perenjori,M,W,PHW1.M.W,1,H,2,NA
Perenjori,M,W,PHW1.M.W,2,W,1,40
Perenjori,M,W,PHW1.M.W,3,W,4,NA
Perenjori,N,D,PHW1.N.D,1,H,3,0
Perenjori,N,D,PHW1.N.D,2,W,4,108
Perenjori,N,D,PHW1.N.D,3,W,15,194
Perenjori,N,D,PHW1.N.D,4,H,1,0
Perenjori,N,W,PHW1.N.W,1,W,6,NA
Perenjori,N,W,PHW1.N.W,2,H,2,0
Perenjori,N,W,PHW1.N.W,3,W,26,854
Perenjori,N,W,PHW1.N.W,4,H,NA,NA
Perenjori,S,D,PHW1.S.D,1,W,7,NA
Perenjori,S,D,PHW1.S.D,2,W,5,107
Perenjori,S,D,PHW1.S.D,3,H,4,NA
Perenjori,S,D,PHW1.S.D,4,H,1,NA
Perenjori,S,W,PHW1.S.W,1,H,5,26
Perenjori,S,W,PHW1.S.W,2,W,1,NA
Perenjori,S,W,PHW1.S.W,3,W,2,NA
Perenjori,S,W,PHW1.S.W,4,H,2,22
Perenjori,C,D,PHW2.C.D,2,H,2,0
Perenjori,C,D,PHW2.C.D,3,W,4,NA
Perenjori,C,D,PHW2.C.D,4,W,2,0
Perenjori,C,W,PHW2.C.W,1,W,6,214
Perenjori,C,W,PHW2.C.W,2,W,2,NA
Perenjori,C,W,PHW2.C.W,3,H,2,NA
Perenjori,C,W,PHW2.C.W,4,H,1,46
Perenjori,E,D,PHW2.E.D,1,W,2,NA
Perenjori,E,D,PHW2.E.D,2,H,2,NA
Perenjori,E,D,PHW2.E.D,3,H,1,NA
Perenjori,E,D,PHW2.E.D,4,W,1,NA
Perenjori,E,W,PHW2.E.W,1,W,17,745
Perenjori,E,W,PHW2.E.W,2,H,6,78
Perenjori,E,W,PHW2.E.W,3,W,9,387
Perenjori,E,W,PHW2.E.W,4,H,2,NA
Perenjori,M,D,PHW2.M.D,1,H,4,NA
Perenjori,M,D,PHW2.M.D,2,W,13,457
Perenjori,M,D,PHW2.M.D,3,H,5,135
Perenjori,M,D,PHW2.M.D,4,W,23,306
Perenjori,M,W,PHW2.M.W,1,W,12,150
Perenjori,M,W,PHW2.M.W,3,H,3,NA
Perenjori,N,D,PHW2.N.D,1,H,3,NA
Perenjori,N,D,PHW2.N.D,3,W,7,191
Perenjori,S,W,PHW2.S.W,1,W,15,383
Perenjori,S,W,PHW2.S.W,2,H,2,0
Perenjori,S,W,PHW2.S.W,3,H,4,NA
Perenjori,S,W,PHW2.S.W,4,W,9,384
Perenjori,C,D,PHW3.C.D,1,H,3,16
Perenjori,C,D,PHW3.C.D,2,H,3,0
Perenjori,C,D,PHW3.C.D,3,W,5,309
Perenjori,C,D,PHW3.C.D,4,W,2,20
Perenjori,C,W,PHW3.C.W,1,H,7,116
Perenjori,C,W,PHW3.C.W,2,W,33,1580
Perenjori,C,W,PHW3.C.W,3,H,4,49
Perenjori,C,W,PHW3.C.W,4,W,20,694
Perenjori,E,W,PHW3.E.W,1,W,14,NA
Perenjori,E,W,PHW3.E.W,2,H,9,NA
Perenjori,E,W,PHW3.E.W,3,H,8,24
Perenjori,E,W,PHW3.E.W,4,W,9,351
Perenjori,M,D,PHW3.M.D,1,W,7,184
Perenjori,M,D,PHW3.M.D,2,H,2,NA
Perenjori,M,W,PHW3.M.W,1,W,22,985
Perenjori,M,W,PHW3.M.W,3,H,5,22
Perenjori,N,D,PHW3.N.D,1,H,2,NA
Perenjori,N,D,PHW3.N.D,2,W,3,194
Perenjori,N,D,PHW3.N.D,3,W,6,279
Perenjori,N,D,PHW3.N.D,4,H,1,NA
Perenjori,N,W,PHW3.N.W,1,W,44,1360
Perenjori,N,W,PHW3.N.W,3,H,4,40
Perenjori,S,D,PHW3.S.D,1,W,2,22
Perenjori,S,D,PHW3.S.D,2,H,3,10
Perenjori,S,D,PHW3.S.D,3,H,5,0
Perenjori,S,D,PHW3.S.D,4,W,1,10
Perenjori,S,W,PHW3.S.W,3,H,4,40
Perenjori,C,D,PHW4.C.D,1,H,3,NA
Perenjori,C,D,PHW4.C.D,2,W,8,NA
Perenjori,C,D,PHW4.C.D,3,W,6,112
Perenjori,C,D,PHW4.C.D,4,H,3,44
Perenjori,C,W,PHW4.C.W,1,H,2,NA
Perenjori,C,W,PHW4.C.W,2,W,4,39
Perenjori,C,W,PHW4.C.W,3,H,3,NA
Perenjori,C,W,PHW4.C.W,4,W,12,283
Perenjori,E,D,PHW4.E.D,1,H,3,72
Perenjori,E,D,PHW4.E.D,2,H,5,99
Perenjori,E,D,PHW4.E.D,3,W,16,717
Perenjori,E,D,PHW4.E.D,4,W,2,60
Perenjori,E,W,PHW4.E.W,1,W,11,NA
Perenjori,E,W,PHW4.E.W,2,H,3,NA
Perenjori,E,W,PHW4.E.W,3,H,3,NA
Perenjori,E,W,PHW4.E.W,4,W,4,114
Perenjori,M,D,PHW4.M.D,1,W,12,596
Perenjori,M,D,PHW4.M.D,2,H,4,69
Perenjori,M,D,PHW4.M.D,3,H,4,77
Perenjori,M,D,PHW4.M.D,4,W,6,8
Perenjori,M,W,PHW4.M.W,1,H,6,28
Perenjori,M,W,PHW4.M.W,2,H,2,92
Perenjori,M,W,PHW4.M.W,3,W,8,389
Perenjori,M,W,PHW4.M.W,4,W,4,97
Perenjori,N,D,PHW4.N.D,1,H,3,NA
Perenjori,N,D,PHW4.N.D,2,H,2,NA
Perenjori,N,D,PHW4.N.D,3,W,8,373
Perenjori,N,D,PHW4.N.D,4,W,11,156
Perenjori,N,W,PHW4.N.W,1,W,4,104
Perenjori,N,W,PHW4.N.W,2,H,3,NA
Perenjori,N,W,PHW4.N.W,3,H,2,NA
Perenjori,N,W,PHW4.N.W,4,W,4,40
Perenjori,S,D,PHW4.S.D,1,W,1,NA
Perenjori,S,D,PHW4.S.D,2,H,2,12
Perenjori,S,D,PHW4.S.D,3,H,3,21
Perenjori,S,D,PHW4.S.D,4,W,5,NA
Perenjori,S,W,PHW4.S.W,1,W,5,NA
Perenjori,S,W,PHW4.S.W,2,H,3,NA
Perenjori,S,W,PHW4.S.W,3,H,5,39
Perenjori,S,W,PHW4.S.W,4,W,13,NA
Perenjori,C,D,PTW1.C.D,1,T,9,18
Perenjori,C,D,PTW1.C.D,2,T,13.5,27
Perenjori,C,D,PTW1.C.D,3,W,11,376
Perenjori,C,D,PTW1.C.D,4,W,6,438
Perenjori,N,D,PTW1.N.D,1,W,4,0
Perenjori,N,D,PTW1.N.D,2,W,2,64
Perenjori,N,D,PTW1.N.D,3,T,18,36
Perenjori,N,D,PTW1.N.D,4,T,9,18
Perenjori,N,W,PTW1.N.W,1,W,12,NA
Perenjori,N,W,PTW1.N.W,2,T,27,54
Perenjori,N,W,PTW1.N.W,3,W,3,NA
Perenjori,N,W,PTW1.N.W,4,T,9,18
Perenjori,S,D,PTW1.S.D,1,W,2,101
Perenjori,S,D,PTW1.S.D,2,W,14,204
Perenjori,S,D,PTW1.S.D,3,T,4.5,9
Perenjori,S,D,PTW1.S.D,4,T,18,36
Perenjori,S,W,PTW1.S.W,1,W,5,NA
Perenjori,S,W,PTW1.S.W,3,T,40.5,81
Perenjori,S,W,PTW1.S.W,4,W,6,357
Perenjori,C,D,PTW2.C.D,1,T,27,54
Perenjori,C,D,PTW2.C.D,2,T,13.5,27
Perenjori,C,D,PTW2.C.D,3,W,5,NA
Perenjori,C,D,PTW2.C.D,4,W,14,637
Perenjori,C,W,PTW2.C.W,1,T,13.5,27
Perenjori,C,W,PTW2.C.W,2,W,7,NA
Perenjori,C,W,PTW2.C.W,3,T,18,36
Perenjori,C,W,PTW2.C.W,4,W,2,NA
Perenjori,E,D,PTW2.E.D,1,W,1,0
Perenjori,E,D,PTW2.E.D,2,W,1,0
Perenjori,E,D,PTW2.E.D,3,T,49.5,99
Perenjori,E,D,PTW2.E.D,4,T,45,90
Perenjori,E,W,PTW2.E.W,1,W,2,40
Perenjori,E,W,PTW2.E.W,2,T,27,54
Perenjori,E,W,PTW2.E.W,3,W,5,NA
Perenjori,E,W,PTW2.E.W,4,T,45,90
Perenjori,M,D,PTW2.M.D,1,W,4,90
Perenjori,M,D,PTW2.M.D,2,W,1,NA
Perenjori,M,D,PTW2.M.D,3,T,9,18
Perenjori,M,D,PTW2.M.D,4,T,4.5,9
Perenjori,M,W,PTW2.M.W,1,T,9,18
Perenjori,M,W,PTW2.M.W,2,W,11,641
Perenjori,M,W,PTW2.M.W,3,W,8,NA
Perenjori,M,W,PTW2.M.W,4,T,18,36
Perenjori,N,D,PTW2.N.D,1,T,27,54
Perenjori,N,D,PTW2.N.D,2,W,3,40
Perenjori,N,D,PTW2.N.D,3,T,9,18
Perenjori,N,D,PTW2.N.D,4,W,0,0
Perenjori,N,W,PTW2.N.W,1,W,4,NA
Perenjori,N,W,PTW2.N.W,4,T,NA,NA
Perenjori,S,D,PTW2.S.D,1,T,40.5,81
Perenjori,S,W,PTW2.S.W,1,W,17,504
Perenjori,S,W,PTW2.S.W,2,T,117,234
Perenjori,S,W,PTW2.S.W,3,T,76.5,153
Perenjori,S,W,PTW2.S.W,4,W,38,1474
Perenjori,C,W,PTW4.C.W,1,T,22.5,45
Perenjori,C,W,PTW4.C.W,2,W,21,136
Perenjori,C,W,PTW4.C.W,3,W,9,0
Perenjori,C,W,PTW4.C.W,4,T,13.5,27
Perenjori,E,D,PTW4.E.D,2,T,22.5,45
Perenjori,E,D,PTW4.E.D,4,W,2,34
Perenjori,M,D,PTW4.M.D,1,T,9,18
Perenjori,M,D,PTW4.M.D,2,W,11,315
Perenjori,M,D,PTW4.M.D,3,W,12,478
Perenjori,M,D,PTW4.M.D,4,T,9,18
Perenjori,M,W,PTW4.M.W,2,W,6,276
Perenjori,N,W,PTW4.N.W,1,W,6,0
Perenjori,N,W,PTW4.N.W,2,T,27,54
Perenjori,N,W,PTW4.N.W,3,T,9,18
Perenjori,N,W,PTW4.N.W,4,W,3,0
