year,focal,seeds.fruit,plot,subplot,fruits.panicle
2020,PAIN,22,NA,NA,1
2020,PAIN,24,NA,NA,1
2020,PAIN,21,NA,NA,1
2020,PAIN,16,NA,NA,1
2020,PAIN,22,NA,NA,1
2020,PAIN,25,NA,NA,1
2020,PAIN,21,NA,NA,1
2020,PAIN,26,NA,NA,1
2020,POMA,1208,NA,NA,1
2020,POMA,1599,NA,NA,1
2020,POMA,417,NA,NA,1
2020,POMA,374,NA,NA,1
2020,POMA,706,NA,NA,1
2020,POMA,864,NA,NA,1
2020,POMA,1310,NA,NA,1
2020,POMA,518,NA,NA,1
2020,POMA,720,NA,NA,1
2020,POMA,2650,NA,NA,1
2020,HOMA,21,NA,NA,1
2020,HOMA,23,NA,NA,1
2020,HOMA,17,NA,NA,1
2020,HOMA,24,NA,NA,1
2020,HOMA,18,NA,NA,1
2020,HOMA,22,NA,NA,1
2020,HOMA,14,NA,NA,1
2020,HOMA,23,NA,NA,1
2020,HOMA,17,NA,NA,1
2020,HOMA,20,NA,NA,1
2020,MEPO,3,NA,NA,1
2020,MEPO,7,NA,NA,1
2020,MEPO,4,NA,NA,1
2020,MEPO,6,NA,NA,1
2020,MEPO,6,NA,NA,1
2020,MEPO,5,NA,NA,1
2020,MEPO,5,NA,NA,1
2020,MEPO,1,NA,NA,1
2020,MEPO,8,NA,NA,1
2020,POMO,32,NA,NA,1
2020,POMO,37,NA,NA,1
2020,POMO,40,NA,NA,1
2020,POMO,48,NA,NA,1
2020,POMO,59,NA,NA,1
2020,POMO,39,NA,NA,1
2020,POMO,48,NA,NA,1
2020,POMO,22,NA,NA,1
2020,POMO,58,NA,NA,1
2020,POMO,39,NA,NA,1
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,NA
2020,SASO,1,NA,NA,NA
2020,SASO,1,NA,NA,1
2020,SASO,1,NA,NA,1
2021,CHFU,62,6,B2,NA
2021,CHFU,65,8,E1,NA
2021,CHFU,39,8,A3,NA
2021,CHFU,16,8,A1,NA
2021,CHFU,25,8,A5,NA
2021,CHFU,9,8,E5,NA
2021,CHFU,32,9,C2,NA
2021,CHFU,40,5,B1,NA
2021,CHFU,28,4,B6,NA
2021,CHFU,16,9,E4,NA
2021,CHFU,9,6,D6,NA
2021,CHFU,40,6,D2,NA
2021,CHFU,31,9,E5,NA
2021,CHFU,47,8,F6,NA
2021,CHFU,74,1,E4,NA
2021,CHFU,24,7,C6,NA
2021,CHFU,52,7,B4,NA
2021,CHFU,14,7,B5,NA
2021,CHFU,10,7,B1,NA
2021,CHFU,77,4,B4,NA
2021,CHFU,39,5,B1,NA
2021,CHFU,39,4,E2,NA
2021,CHFU,58,6,A2,NA
2021,CHFU,21,1,E4,NA
2021,CHFU,101,8,E3,NA
2021,CHFU,70,8,A6,NA
2021,CHFU,53,8,D2,NA
2021,CHFU,26,6,E3,NA
2021,CHFU,31,9,F4,NA
2021,CHFU,44,9,F3,NA
2021,CHFU,30,9,E3,NA
2021,CHFU,33,9,E2,NA
2021,CHFU,38,8,E6,NA
2021,CHFU,42,8,D6,NA
2021,CHFU,16,8,B3,NA
2021,CHFU,12,9,A6,NA
2021,CHFU,61,9,D6,NA
2021,CHFU,36,9,C6,NA
2021,CHFU,57,9,F3,NA
2021,CHFU,69,8,F3,NA
2021,CHFU,41,9,F1,NA
2021,CHFU,47,8,D5,NA
2021,CHFU,30,5,D5,NA
2021,CHFU,52,9,D2,NA
2021,CHFU,39,9,C3,NA
2021,CHFU,12,9,D3,NA
2021,CHFU,63,8,A4,NA
2021,CHFU,42,6,F2,NA
2021,CHFU,18,9,D5,NA
2021,CHFU,86,8,C2,NA
2021,CHFU,104,8,E2,NA
2021,CHFU,60,8,F4,NA
2021,CHFU,63,8,F2,NA
2021,CHFU,96,6,E1,NA
2021,CHFU,46,5,A6,NA
2021,CHFU,31,9,D4,NA
2021,CHFU,47,5,A2,NA
2021,CHFU,21,9,F5,NA
2021,CHFU,39,9,E6,NA
2021,CHFU,5,6,B1,NA
2021,CHFU,89,6,A2,NA
2021,CHFU,41,9,F2,NA
2021,CHFU,15,9,F1,NA
2021,CHFU,43,9,D1,NA
2021,CHFU,56,6,E4,NA
2021,CHFU,15,6,C6,NA
2021,CHFU,54,6,E1,NA
2021,LEMA,67,8,F6,NA
2021,LEMA,97,4,F2,NA
2021,LEMA,62,7,E6,NA
2021,LEMA,49,7,F6,NA
2021,LEMA,47,7,F5,NA
2021,LEMA,79,7,E2,NA
2021,LEMA,73,7,F1,NA
2021,LEMA,93,7,E5,NA
2021,LEMA,84,4,F1,NA
2021,LEMA,52,7,D4,NA
2021,LEMA,47,7,D3,NA
2021,LEMA,36,7,D1,NA
2021,LEMA,39,7,D5,NA
2021,LEMA,46,7,D6,NA
2021,LEMA,92,4,F3,NA
2021,LEMA,104,4,F4,NA
2021,LEMA,144,4,F5,NA
2021,LEMA,116,4,F6,NA
2021,LEMA,64,6,E6,NA
2021,LEMA,146,4,D6,NA
2021,SOAS,129,4,D6,NA
2021,LEMA,98,4,E5,NA
2021,LEMA,97,4,E4,NA
2021,LEMA,95,4,D4,NA
2021,LEMA,109,4,E3,NA
2021,LEMA,96,4,D3,NA
2021,LEMA,63,4,E2,NA
2021,LEMA,104,4,D2,NA
2021,LEMA,112,4,E1,NA
2021,LEMA,75,4,D1,NA
2021,LEMA,84,3,F5,NA
2021,LEMA,74,3,F6,NA
2021,LEMA,42,3,E6,NA
2021,LEMA,63,3,E4,NA
2021,LEMA,83,5,F3,NA
2021,LEMA,102,5,F1,NA
2021,LEMA,131,5,F4,NA
2021,LEMA,44,2,D4,NA
2021,LEMA,76,2,D6,NA
2021,SCLA,30,2,D2,NA
2021,LEMA,93,2,F1,NA
2021,LEMA,93,2,D1,NA
2021,LEMA,64,2,F3,NA
2021,LEMA,52,1,E1,NA
2021,LEMA,31,1,E3,NA
2021,LEMA,42,1,D5,NA
2021,LEMA,55,1,E5,NA
2021,LEMA,42,1,D6,NA
2021,LEMA,53,1,E6,NA
2021,LEMA,38,1,F6,NA
2021,LEMA,53,1,F5,NA
2021,LEMA,74,5,F2,NA
2021,SCLA,39,9,A5,NA
2021,LEMA,73,7,F2,NA
2021,LEMA,66,7,E4,NA
2021,LEMA,54,8,E4,NA
2021,LEMA,43,8,D4,NA
2021,LEMA,67,7,F4,NA
2021,LEMA,79,8,E1,NA
2021,LEMA,88,8,E2,NA
2021,LEMA,67,8,D2,NA
2021,LEMA,62,8,D3,NA
2021,LEMA,73,8,D1,NA
2021,CHFU,31,9,D1,1
2021,CHFU,64,9,C1,1
2021,CHFU,105,1,D5,1
2021,CHFU,29,1,E6,1
2021,CHFU,79,8,F5,1
2021,CHFU,67,2,B1,1
2021,CHFU,56,1,B1,1
2021,CHFU,56,1,B6,1
2021,CHFU,35,1,C1,1
2021,CHFU,81,1,D2,1
2021,CHFU,23,9,C1,1
2021,CHFU,109,4,A2,1
2021,CHFU,31,1,D1,1
2021,CHFU,48,1,F4,1
2021,CHFU,8,1,C3,1
2021,CHFU,112,8,C5,1
2021,CHFU,35,4,D3,1
2021,CHFU,24,6,C6,1
2021,CHFU,58,1,B6,1
2021,CHFU,55,3,B6,1
2021,CHFU,28,7,B6,1
2021,CHFU,33,9,F6,1
2021,CHFU,16,4,A5,1
2021,CHFU,33,9,E1,1
2021,CHFU,61,8,C1,1
2021,CHFU,23,8,D1,1
2021,CHFU,52,8,D2,1
2021,CHFU,80,8,D3,1
2021,CHFU,7,1,C3,1
2021,CHFU,53,6,D5,1
2021,CHFU,69,8,D4,1
2021,CHFU,34,6,E3,1
2021,CHFU,31,6,F4,1
2021,CHFU,32,6,D6,1
2021,CHFU,82,1,F5,1
2021,CHFU,42,6,B1,1
2021,CHFU,44,1,E3,1
2021,CHFU,102,1,E1,1
2021,CHFU,64,1,C5,1
2021,CHFU,69,1,C3,1
2021,CHFU,44,1,D4,1
2021,CHFU,81,1,C2,1
2021,CHFU,76,2,C1,1
2021,CHFU,53,1,A3,1
2021,CHFU,61,5,E1,1
2021,CHFU,46,8,C4,1
2021,CHFU,43,2,D2,1
2021,CHFU,45,6,D5,1
2021,LEMA,56,5,A1,1
2021,LEMA,54,8,A4,1
2021,LEMA,56,2,C2,1
2021,LEMA,47,2,A5,1
2021,LEMA,44,2,A3,1
2021,LEMA,55,7,A4,1
2021,LEMA,74,6,A4,1
2021,LEMA,69,5,C3,1
2021,LEMA,50,8,A1,1
2021,LEMA,113,4,A2,1
2021,LEMA,45,1,B2,1
2021,LEMA,96,8,A2,1
2021,LEMA,80,4,A1,1
2021,LEMA,84,4,A3,1
2021,LEMA,100,6,A1,1
2021,LEMA,65,5,C4,1
2021,LEMA,31,4,C1,1
2021,LEMA,77,7,B1,1
2021,LEMA,69,6,B6,1
2021,LEMA,73,6,C6,1
2021,LEMA,73,4,A6,1
2021,LEMA,48,8,C1,1
2021,LEMA,23,7,A3,1
2021,LEMA,51,7,A5,1
2021,LEMA,83,7,A6,1
2021,LEMA,54,7,B6,1
2021,LEMA,58,2,B2,1
2021,LEMA,43,2,A6,1
2021,LEMA,101,5,A1,1
2021,LEMA,61,2,B4,1
2021,LEMA,75,5,B5,1
2021,LEMA,74,5,C5,1
2021,LEMA,21,2,B3,1
2021,LEMA,23,1,C4,1
2021,LEMA,29,1,B4,1
2021,LEMA,25,1,A1,1
2021,LEMA,43,1,A3,1
2021,LEMA,43,1,B5,1
2021,LEMA,32,1,A6,1
2021,LEMA,63,6,A6,1
2021,LEMA,49,8,B4,1
2021,LEMA,82,8,C4,1
2021,LEMA,105,8,C5,1
2021,LEMA,51,8,C6,1
2021,LEMA,57,8,B6,1
2021,LEMA,57,8,A6,1
2021,LEMA,47,7,A2,1
2021,LEMA,88,8,B5,1
2021,LEMA,65,9,B1,1
2021,LEMA,54,8,C2,1
2021,LEMA,63,8,C3,1
2021,LEMA,55,8,B2,1
2021,LEMA,64,8,B3,1
2021,LEMA,102,5,A4,1
2021,LEMA,86,5,B2,1
2021,LEMA,41,1,B2,1
2021,LEMA,62,7,C6,1
2021,LEMA,75,3,C1,1
2021,LEMA,81,5,C2,1
2021,LEMA,70,7,C1,1
2021,LEMA,68,3,C4,1
2021,CHFU,32,1,C3,1
2021,CHFU,21,4,B6,1
2021,CHFU,11,6,A5,1
2021,CHFU,9,6,A2,1
2021,CHFU,27,1,B4,1
2021,CHFU,8,1,A5,1
2021,CHFU,14,6,B2,1
2021,CHFU,14,6,B1,1
2021,CHFU,15,7,C6,1
2021,CHMI,16,7,B6,1
2021,POMO,105,8,B4,1
2021,POMO,86,8,B5,1
2021,POMO,114,8,A4,1
2021,POMO,156,8,A4,1
2021,POMO,144,8,D4,1
2021,POMA,169,9,E1,1
2021,POMA,227,9,F1,1
2021,POMA,264,4,F3,1
2021,POMA,306,9,F1,1
2021,POMA,423,8,B6,1
2021,POMA,238,8,A6,1
2021,POMA,124,8,A3,1
2021,SCLA,63,3,C1,1
2021,SCLA,46,5,C6,1
2021,SCLA,61,9,B2,1
2021,SCLA,57,3,B3,1
2021,SCLA,57,7,F1,1
2021,SCLA,70,3,F5,1
2021,SOAS,127,6,B2,1
2021,SOAS,153,9,A1,1
2021,SOAS,23,9,C2,1
2021,SOAS,60,8,C5,1
2021,SOAS,54,8,A6,1
2021,SOAS,79,2,D3,1
2021,SOAS,37,9,C6,1
2021,SOAS,81,9,A3,1
2021,SOAS,40,9,A1,1
2021,SOAS,118,6,F4,1
2021,SOAS,54,6,E1,1
2021,SOAS,127,5,A3,1
2021,SOAS,106,5,A4,1
2021,SOAS,40,9,F5,1
2021,SOAS,56,7,A6,1
2021,SOAS,82,7,A4,1
2021,SOAS,37,7,A3,1
2021,SOAS,53,7,F2,1
2021,SOAS,47,7,E6,1
2021,SOAS,83,6,B4,1
2021,SOAS,115,4,B2,1
2021,SOAS,94,5,E3,1
2021,SOAS,26,6,B2,1
2021,SOAS,84,9,C1,1
2021,SOAS,54,7,F6,1
2021,SOAS,36,9,D1,1
2021,SOAS,83,9,A2,1
2021,SOAS,35,6,F3,1
2021,LEMA,88,6,B3,1
2021,LEMA,82,3,C6,1
2021,LEMA,69,7,B5,1
2021,LEMA,63,7,C5,1
2021,LEMA,85,4,C4,1
2021,LEMA,68,7,C4,1
2021,LEMA,83,5,B4,1
2021,LEMA,109,5,D6,1
2021,LEMA,43,7,A1,1
2021,LEMA,64,5,C3,1
2021,LEMA,62,5,B6,1
2021,LEMA,51,2,B2,1
2021,LEMA,62,4,C2,1
2021,LEMA,85,4,C3,1
2021,LEMA,104,4,B4,1
2021,SOAS,106,9,D6,1
2021,SOAS,76,9,B1,1
2021,SOAS,102,9,B5,1
2021,SOAS,108,9,A4,1
2021,SOAS,52,6,A1,1
2021,SOAS,132,6,B1,1
2021,SOAS,41,7,B4,1
2021,SOAS,29,7,F5,1
2021,SOAS,53,7,F4,1
2021,SOAS,45,7,E5,1
2021,SOAS,96,6,E1,1
2021,SOAS,62,7,B3,1
2021,SOAS,31,7,E3,1
2021,SOAS,42,7,B2,1
2021,SOAS,64,7,F1,1
2021,SOAS,45,5,E2,1
2021,SOAS,55,9,B2,1
2021,SOAS,51,5,E1,1
2021,SOAS,48,6,B1,1
2021,SOAS,60,5,F4,1
2021,SOAS,52,4,C2,1
2021,SOAS,96,5,C3,1
2021,SOAS,33,7,F3,1
2021,SOAS,76,6,A2,1
2021,SOAS,101,6,E3,1
2021,SOAS,66,6,B5,1
2021,SOAS,77,6,B4,1
2021,SOAS,67,9,B2,1
2021,SCLA,64,5,A4,1
2021,SCLA,48,4,B5,1
2021,SCLA,26,7,B2,1
2021,SCLA,57,5,A4,1
2021,SCLA,62,5,C2,1
2021,SCLA,85,5,C4,1
2021,SOAS,24,5,A4,1
2021,SOAS,58,4,C5,1
2021,SOAS,47,5,B1,1
2021,SOAS,64,6,A6,1
2021,LEMA,40,7,B4,1
2021,LEMA,63,7,B3,1
2021,LEMA,72,7,C3,1
2021,LEMA,43,7,B2,1
2021,LEMA,67,6,B1,1
2021,LEMA,31,1,C3,1
2021,LEMA,41,1,B1,1
2021,LEMA,61,7,C2,1
2021,LEMA,52,4,B1,1
2021,LEMA,118,5,B1,1
2021,LEMA,78,4,B2,1
